ticker,quarter,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio
ADP,2021.3,32.73,5.68,14.85,28.99,NA
ADP,2021.2,32.57,5.65,14.77,28.85,7.6
ADP,2021.1,32.36,5.48,14.02,26.28,8.59
ADP,2020.4,30.1,5.13,12.6,25.48,7.36
ADP,2020.3,23.74,4.06,10.11,20.22,6.3
ADP,2020.2,25.44,4.31,10.84,21.76,5.81
ADP,2020.1,22.68,3.91,10.35,20.31,6.9
ADP,2019.4,28.95,4.93,13.19,26.17,8.15
ADP,2019.3,28.41,4.71,12.47,23.85,6.04
ADP,2019.2,30.01,4.88,12.64,27.15,6.76
ADP,2019.1,34.36,4.78,12.55,26.48,8.19
ADP,2018.4,29.96,3.96,11.3,20.86,7.15
ADP,2018.3,36.16,4.62,13.21,27.84,7
ADP,2018.2,34.24,4.18,11.58,23.99,7.2
ADP,2018.1,26.37,3.59,11.53,22.95,9.94
ADP,2017.4,28.07,3.78,12.17,28.14,10.33
ADP,2017.3,25.51,3.59,11.26,25.35,8.02
ADP,2017.2,24.34,3.41,10.46,22.32,8.35
ADP,2017.1,24,3.45,10.14,19.89,9.69
ADP,2016.4,24.86,3.5,10.91,20.77,9.48
ADP,2016.3,23.69,3.05,8.43,18.39,7.08
ADP,2016.2,25.21,3.23,8.33,21.56,8.74
ADP,2016.1,23.74,3.22,8.05,23.32,10.35
ADP,2015.4,23.25,3.11,8.14,20.41,8.49
ADP,2015.3,22.25,3,7.04,21.83,6.43
ADP,2015.2,22.88,3.05,6.77,18.06,5.89
ADP,2015.1,25.28,3.29,6.74,18.17,6.17
ADP,2014.4,24.06,3.26,6.23,19.12,6.92
ADP,2014.3,20.34,2.89,5.16,15.22,4.18
ADP,2014.2,18.87,2.8,4.27,17.22,3.81
ADP,2014.1,19.07,3.22,4.18,16.69,4.53
ADP,2013.4,20.43,3.25,4.59,18.79,5.12
ADP,2013.3,18.06,2.82,4.13,16.17,3.76
ADP,2013.2,17.38,2.59,3.92,16.79,4.21
ADP,2013.1,15.98,2.07,3.48,16.91,5.12
ADP,2012.4,14.23,1.84,3.11,14.24,4.21
ADP,2012.3,14.75,1.92,3.22,14.09,3.79
ADP,2012.2,14,1.84,3.13,10.55,4.04
ADP,2012.1,14.03,1.84,2.95,10.64,5.1
ADP,2011.4,13.98,1.82,2.99,10.99,4.25
ADP,2011.3,12.78,1.61,2.65,10.03,3.66
ADP,2011.2,14.46,1.84,2.96,11.76,4.7
ADP,2011.1,14.33,1.83,2.82,11.86,5.72
ADP,2010.4,13.1,1.7,2.69,10.21,4.66
ADP,2010.3,11.8,1.57,2.42,9.09,4.36
ADP,2010.2,11.21,1.52,2.42,8.56,3.9
ADP,2010.1,11,1.69,2.5,9.35,4.89
ADP,2009.4,10.51,1.62,2.46,9.93,4.15
ADP,2009.3,9.68,1.48,2.28,10.16,3.32
ADP,2009.2,8.72,1.31,2.16,8.11,3.76
ADP,2009.1,9.47,1.29,2.27,7.9,4.84
ADP,2008.4,10.54,1.44,2.6,7.61,5.9
ADP,2008.3,11.56,1.58,2.82,8.16,3.97
ADP,2008.2,11.16,1.59,2.63,8.68,3.67
ADP,2008.1,11.71,1.65,2.48,10.61,4.96
ADP,2007.4,12.72,1.8,2.77,12.37,4.32
ADP,2007.3,13.1,1.93,2.96,12.62,4.14
ADP,2007.2,14.42,2.11,3.08,14.66,4.18
ADP,2007.1,9.02,2.19,2.45,11.77,4.5
ADP,2006.4,9.33,2.33,2.48,7.81,4.35
ADP,2006.3,NA,NA,2.41,NA,3.48
ADP,2006.2,NA,NA,2.28,NA,3.57
ADP,2006.1,NA,NA,2.34,NA,4.4
ADP,2005.4,NA,NA,NA,NA,4.06
ADP,2005.3,NA,NA,NA,NA,3.33
ADP,2005.2,NA,NA,NA,NA,3.78
ADP,2005.1,NA,NA,NA,NA,4.68
ASGN,2021.3,26.68,1.43,3.41,16.86,NA
ASGN,2021.2,23.47,1.26,3,14.83,1.01
ASGN,2021.1,24.73,1.28,3.09,11.23,1.03
ASGN,2020.4,22.16,1.12,2.78,11.35,1.07
ASGN,2020.3,18.32,0.88,2.2,8.85,1.11
ASGN,2020.2,18.73,0.92,2.4,9.24,1.1
ASGN,2020.1,10.24,0.47,1.32,6.44,1.16
ASGN,2019.4,21.57,0.96,2.73,13.51,1.14
ASGN,2019.3,18.43,0.87,2.49,12.61,1.13
ASGN,2019.2,18.59,0.86,2.49,12.12,1.18
ASGN,2019.1,20.61,0.93,2.73,13.68,1.29
ASGN,2018.4,18.35,0.85,2.42,11.19,1.27
ASGN,2018.3,23.28,1.33,3.66,16.52,1.36
ASGN,2018.2,25.06,1.43,3.83,18.96,1.5
ASGN,2018.1,26.33,1.62,4.16,23.67,0.8
ASGN,2017.4,21.57,1.3,3.38,19.87,0.83
ASGN,2017.3,24.97,1.12,3.02,16.84,0.95
ASGN,2017.2,26.54,1.15,3.09,18.54,0.91
ASGN,2017.1,25.54,1.05,2.89,15.23,0.98
ASGN,2016.4,24.53,0.97,2.68,13.78,1.02
ASGN,2016.3,21.22,0.81,2.24,12.72,1.05
ASGN,2016.2,22.67,0.84,2.35,13.53,1.11
ASGN,2016.1,26,0.89,2.43,15.66,1.19
ASGN,2015.4,24.3,1.15,3.04,23.98,1.25
ASGN,2015.3,19.63,1.02,2.57,21.58,1.37
ASGN,2015.2,21.58,1.16,2.85,21.01,1.48
ASGN,2015.1,19.88,1.18,2.94,21.49,0.8
ASGN,2014.4,23.21,1.05,2.69,23.62,0.97
ASGN,2014.3,16.47,0.92,2.19,16.93,0.97
ASGN,2014.2,22.37,1.24,2.83,22.54,0.86
