mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,2.45299999999952,99,311,40,94,50,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8447256508660927,0.9223628254330464,0.173895733817081,0.825,0.7021276595744681,0.5409836065573771,0.7388059701492538,0.5694726908991694,0.225,0.9893617021276596,0.9,0.7611940298507462
2,4.413000000000466,99,311,40,94,100,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8480136915257754,0.9240068457628877,0.163693047697059,0.85,0.6914893617021277,0.5396825396825397,0.7388059701492538,0.5493438298300642,0.225,0.9893617021276596,0.9,0.7611940298507462
3,2.389999999999418,99,311,40,94,50,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9837776164298311,0.9918888082149155,0.143753143819455,0.875,0.776595744680851,0.625,0.8059701492537313,0.6906492191233986,0.25,0.9893617021276596,0.9090909090909091,0.7686567164179104
4,4.403000000000247,99,311,40,94,100,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9887356083393839,0.994367804169692,0.151593882706257,0.85,0.7872340425531915,0.6296296296296297,0.8059701492537313,0.6615947222493398,0.225,0.9893617021276596,0.9,0.7611940298507462
5,3.3980000000010477,99,311,40,94,50,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9973965356290844,0.9986982678145422,0.134078212290503,0.85,0.8191489361702128,0.6666666666666666,0.8283582089552238,0.7820609232821253,0.15,0.9893617021276596,0.8571428571428571,0.7388059701492538
6,5.449000000000524,99,311,40,94,100,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9992635618711752,0.9996317809355876,0.097346179414178,0.925,0.723404255319149,0.5873015873015873,0.7835820895522388,0.6631406237698554,0.25,0.9893617021276596,0.9090909090909091,0.7686567164179104
7,3.426000000001295,99,311,40,94,50,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9993569131832796,0.9996784565916398,0.134078212290503,0.85,0.8191489361702128,0.6666666666666666,0.8283582089552238,0.8236507145429807,0.15,0.9893617021276596,0.8571428571428571,0.7388059701492538
8,5.441999999999098,99,311,40,94,100,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9999792552639768,0.9999896276319884,0.0854390611647833,0.95,0.7127659574468085,0.5846153846153846,0.7835820895522388,0.6353169657299226,0.3,0.9893617021276596,0.9230769230769231,0.7835820895522388
9,3.368000000000393,99,311,40,94,50,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9993050513432216,0.9996525256716108,0.130649950511382,0.85,0.8191489361702128,0.6666666666666666,0.8283582089552238,0.8334228909188609,0.15,0.9893617021276596,0.8571428571428571,0.7388059701492538
10,4.3770000000004075,99,311,40,94,100,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,1,1,0.0859645607305413,0.95,0.7127659574468085,0.5846153846153846,0.7835820895522388,0.6440872560275546,0.3,0.9893617021276596,0.9230769230769231,0.7835820895522388
11,2.3220000000001164,99,311,40,94,50,3,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8446322995539881,0.922316149776994,0.283133663729241,0.725,0.8085106382978723,0.6170212765957447,0.7835820895522388,0.6056367292586475,0.2,0.9893617021276596,0.8888888888888888,0.753731343283582
12,4.417999999999665,99,311,40,94,100,3,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.8519655637382015,0.9259827818691008,0.166614899887944,0.875,0.6702127659574468,0.5303030303030303,0.7313432835820896,0.5966885760552474,0.175,0.9893617021276596,0.875,0.746268656716418
13,3.4089999999996508,99,311,40,94,50,7,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9850845347992947,0.9925422673996473,0.243852166652734,0.725,0.8723404255319149,0.7073170731707317,0.8283582089552238,0.8151533950731346,0.125,0.9893617021276596,0.8333333333333334,0.7313432835820896
14,4.413000000000466,99,311,40,94,100,7,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9869930505134323,0.9934965252567162,0.196360470639792,0.75,0.8297872340425532,0.6521739130434783,0.8059701492537313,0.8350392698168573,0.075,0.9893617021276596,0.75,0.7164179104477612
15,3.393999999998414,99,311,40,94,50,10,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.997406907997096,0.998703453998548,0.212327363328268,0.725,0.8723404255319149,0.7073170731707317,0.8283582089552238,0.7795324063901617,0.175,0.9893617021276596,0.875,0.746268656716418
16,5.464000000001761,99,311,40,94,100,10,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.998319676382118,0.999159838191059,0.154710937584519,0.775,0.8191489361702128,0.6458333333333334,0.8059701492537313,0.809326029973316,0.15,0.9893617021276596,0.8571428571428571,0.7388059701492538
17,3.410999999998239,99,311,40,94,50,15,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.998703453998548,0.999351726999274,0.200589427150488,0.725,0.8617021276595744,0.6904761904761905,0.8208955223880597,0.7859855022437003,0.175,0.9893617021276596,0.875,0.746268656716418
18,4.352000000000771,99,311,40,94,100,15,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9994502644953844,0.9997251322476922,0.155421095676824,0.775,0.8297872340425532,0.6595744680851063,0.8134328358208955,0.794160400518532,0.125,0.9893617021276596,0.8333333333333334,0.7313432835820896
19,2.305000000000291,99,311,40,94,50,20,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9987449434705944,0.9993724717352972,0.200589427150488,0.725,0.8617021276595744,0.6904761904761905,0.8208955223880597,0.7859855022437003,0.175,0.9893617021276596,0.875,0.746268656716418
20,5.3400000000001455,99,311,40,94,100,20,1,7,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9994502644953844,0.9997251322476922,0.155852444368804,0.775,0.8297872340425532,0.6595744680851063,0.8134328358208955,0.7957570167347476,0.125,0.9893617021276596,0.8333333333333334,0.7313432835820896
21,2.3329999999987194,99,311,40,94,50,3,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.8447256508660927,0.9223628254330464,0.173895733817081,0.825,0.7021276595744681,0.5409836065573771,0.7388059701492538,0.5694726908991694,0.225,0.9893617021276596,0.9,0.7611940298507462
22,3.360000000000582,99,311,40,94,100,3,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.8480136915257754,0.9240068457628877,0.163693047697059,0.85,0.6914893617021277,0.5396825396825397,0.7388059701492538,0.5493438298300642,0.225,0.9893617021276596,0.9,0.7611940298507462
23,2.337999999999738,99,311,40,94,50,7,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9837776164298311,0.9918888082149155,0.143753143819455,0.875,0.776595744680851,0.625,0.8059701492537313,0.6906492191233986,0.25,0.9893617021276596,0.9090909090909091,0.7686567164179104
24,4.3729999999995925,99,311,40,94,100,7,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9887356083393839,0.994367804169692,0.151593882706257,0.85,0.7872340425531915,0.6296296296296297,0.8059701492537313,0.6615947222493398,0.225,0.9893617021276596,0.9,0.7611940298507462
25,2.3320000000003347,99,311,40,94,50,10,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9973965356290844,0.9986982678145422,0.134078212290503,0.85,0.8191489361702128,0.6666666666666666,0.8283582089552238,0.7820609232821253,0.15,0.9893617021276596,0.8571428571428571,0.7388059701492538
26,4.358999999998559,99,311,40,94,100,10,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9992635618711752,0.9996317809355876,0.097346179414178,0.925,0.723404255319149,0.5873015873015873,0.7835820895522388,0.6631406237698554,0.25,0.9893617021276596,0.9090909090909091,0.7686567164179104
27,2.316000000000713,99,311,40,94,50,15,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9993569131832796,0.9996784565916398,0.134078212290503,0.85,0.8191489361702128,0.6666666666666666,0.8283582089552238,0.8236507145429807,0.15,0.9893617021276596,0.8571428571428571,0.7388059701492538
28,4.321000000001732,99,311,40,94,100,15,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9999792552639768,0.9999896276319884,0.0854390611647833,0.95,0.7127659574468085,0.5846153846153846,0.7835820895522388,0.6353169657299226,0.3,0.9893617021276596,0.9230769230769231,0.7835820895522388
29,2.29700000000048,99,311,40,94,50,20,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9993050513432216,0.9996525256716108,0.130649950511382,0.85,0.8191489361702128,0.6666666666666666,0.8283582089552238,0.8334228909188609,0.15,0.9893617021276596,0.8571428571428571,0.7388059701492538
30,4.321999999998297,99,311,40,94,100,20,1,4,0.001,0.632,4,TRUE,16,TRUE,0.8,1,1,0.0859645607305413,0.95,0.7127659574468085,0.5846153846153846,0.7835820895522388,0.6440872560275546,0.3,0.9893617021276596,0.9230769230769231,0.7835820895522388
31,2.32300000000032,99,311,40,94,50,3,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.8446322995539881,0.922316149776994,0.283133663729241,0.725,0.8085106382978723,0.6170212765957447,0.7835820895522388,0.6056367292586475,0.2,0.9893617021276596,0.8888888888888888,0.753731343283582
32,4.325999999999112,99,311,40,94,100,3,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.8519655637382015,0.9259827818691008,0.166614899887944,0.875,0.6702127659574468,0.5303030303030303,0.7313432835820896,0.5966885760552474,0.175,0.9893617021276596,0.875,0.746268656716418
33,2.300999999999476,99,311,40,94,50,7,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9850845347992947,0.9925422673996473,0.243852166652734,0.725,0.8723404255319149,0.7073170731707317,0.8283582089552238,0.8151533950731346,0.125,0.9893617021276596,0.8333333333333334,0.7313432835820896
34,4.335000000000946,99,311,40,94,100,7,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9869930505134323,0.9934965252567162,0.196360470639792,0.75,0.8297872340425532,0.6521739130434783,0.8059701492537313,0.8350392698168573,0.075,0.9893617021276596,0.75,0.7164179104477612
35,2.3070000000006985,99,311,40,94,50,10,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.997406907997096,0.998703453998548,0.212327363328268,0.725,0.8723404255319149,0.7073170731707317,0.8283582089552238,0.7795324063901617,0.175,0.9893617021276596,0.875,0.746268656716418
36,4.327000000001135,99,311,40,94,100,10,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.998319676382118,0.999159838191059,0.154710937584519,0.775,0.8191489361702128,0.6458333333333334,0.8059701492537313,0.809326029973316,0.15,0.9893617021276596,0.8571428571428571,0.7388059701492538
37,2.275000000001455,99,311,40,94,50,15,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.998703453998548,0.999351726999274,0.200589427150488,0.725,0.8617021276595744,0.6904761904761905,0.8208955223880597,0.7859855022437003,0.175,0.9893617021276596,0.875,0.746268656716418
38,4.326999999999316,99,311,40,94,100,15,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9994502644953844,0.9997251322476922,0.155421095676824,0.775,0.8297872340425532,0.6595744680851063,0.8134328358208955,0.794160400518532,0.125,0.9893617021276596,0.8333333333333334,0.7313432835820896
39,2.2930000000014843,99,311,40,94,50,20,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9987449434705944,0.9993724717352972,0.200589427150488,0.725,0.8617021276595744,0.6904761904761905,0.8208955223880597,0.7859855022437003,0.175,0.9893617021276596,0.875,0.746268656716418
40,4.346999999999753,99,311,40,94,100,20,1,7,0.001,0.632,4,TRUE,16,TRUE,0.8,0.9994502644953844,0.9997251322476922,0.155852444368804,0.775,0.8297872340425532,0.6595744680851063,0.8134328358208955,0.7957570167347476,0.125,0.9893617021276596,0.8333333333333334,0.7313432835820896
41,2.3040000000000873,99,311,40,94,50,3,1,4,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.8415309615185147,0.9207654807592573,0.175879474282874,0.85,0.7021276595744681,0.5483870967741935,0.746268656716418,0.5684847017164628,0.225,0.9893617021276596,0.9,0.7611940298507462
42,3.3330000000005384,99,311,40,94,100,3,1,4,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.8442692666735818,0.9221346333367909,0.167604182118529,0.85,0.6914893617021277,0.5396825396825397,0.7388059701492538,0.5454292578833937,0.2,0.9893617021276596,0.8888888888888888,0.753731343283582
43,2.3189999999995052,99,311,40,94,50,7,1,4,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.981122290218857,0.9905611451094285,0.14017573992298,0.875,0.7553191489361702,0.603448275862069,0.7910447761194029,0.7139779813153283,0.25,0.9893617021276596,0.9090909090909091,0.7686567164179104
44,4.332999999998719,99,311,40,94,100,7,1,4,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.9878850741624314,0.9939425370812157,0.111134229113676,0.9,0.723404255319149,0.5806451612903226,0.7761194029850746,0.6543519438859711,0.275,0.9893617021276596,0.9166666666666666,0.7761194029850746
45,2.3059999999986758,99,311,40,94,50,10,1,4,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.9971994606368635,0.9985997303184317,0.151946224782897,0.85,0.8191489361702128,0.6666666666666666,0.8283582089552238,0.7114832511140982,0.25,0.9893617021276596,0.9090909090909091,0.7686567164179104
46,4.329999999999927,99,311,40,94,100,10,1,4,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.9997510631677211,0.9998755315838606,0.0822930582222766,0.95,0.7127659574468085,0.5846153846153846,0.7835820895522388,0.6690621080448316,0.275,0.9893617021276596,0.9166666666666666,0.7761194029850746
47,2.2780000000002474,99,311,40,94,50,15,1,4,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.9984441447982575,0.9992220723991287,0.141274238227147,0.85,0.8085106382978723,0.6538461538461539,0.8208955223880597,0.7418817651956703,0.225,0.9893617021276596,0.9,0.7611940298507462
48,4.320999999999913,99,311,40,94,100,15,1,4,1e-4,0.632,20,TRUE,16,TRUE,0.8,1,1,0.0836148648648649,0.95,0.7340425531914894,0.6031746031746031,0.7985074626865671,0.6950844027622498,0.25,0.9893617021276596,0.9090909090909091,0.7686567164179104
49,2.301000000001295,99,311,40,94,50,20,1,4,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.9984441447982575,0.9992220723991287,0.141274238227147,0.85,0.8085106382978723,0.6538461538461539,0.8208955223880597,0.7418817651956703,0.225,0.9893617021276596,0.9,0.7611940298507462
50,4.345000000001164,99,311,40,94,100,20,1,4,1e-4,0.632,20,TRUE,16,TRUE,0.8,1,1,0.0836148648648649,0.95,0.7340425531914894,0.6031746031746031,0.7985074626865671,0.6812465395871232,0.25,0.9893617021276596,0.9090909090909091,0.7686567164179104
51,2.3170000000009168,99,311,40,94,50,3,1,7,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.8415205891505031,0.9207602945752515,0.271582216562534,0.7,0.7978723404255319,0.5957446808510638,0.7686567164179104,0.6230021418742997,0.15,0.9893617021276596,0.8571428571428571,0.7388059701492538
52,3.334000000000742,99,311,40,94,100,3,1,7,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.8511046571932375,0.9255523285966187,0.166474951492074,0.875,0.6702127659574468,0.5303030303030303,0.7313432835820896,0.6066409588157957,0.125,0.9893617021276596,0.8333333333333334,0.7313432835820896
53,2.3099999999994907,99,311,40,94,50,7,1,7,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.9859661860802822,0.9929830930401411,0.237779994880905,0.7,0.8829787234042553,0.717948717948718,0.8283582089552238,0.8614833961065861,0.1,0.9893617021276596,0.8,0.7238805970149254
54,4.341000000000349,99,311,40,94,100,7,1,7,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.9875842754900943,0.9937921377450472,0.19522184260719,0.75,0.8297872340425532,0.6521739130434783,0.8059701492537313,0.8280049958693548,0.1,0.9893617021276596,0.8,0.7238805970149254
55,2.298000000000684,99,311,40,94,50,10,1,7,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.9983404211181413,0.9991702105590706,0.151998051504016,0.8,0.8191489361702128,0.6530612244897959,0.8134328358208955,0.9023821961808254,0.125,0.9893617021276596,0.8333333333333334,0.7313432835820896
56,4.31499999999869,99,311,40,94,100,10,1,7,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.9994398921273728,0.9997199460636864,0.137555981581165,0.825,0.7978723404255319,0.6346153846153846,0.8059701492537313,0.8864538454196015,0.125,0.9893617021276596,0.8333333333333334,0.7313432835820896
57,2.3029999999998836,99,311,40,94,50,15,1,7,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.9993569131832796,0.9996784565916398,0.152281661254486,0.8,0.8191489361702128,0.6530612244897959,0.8134328358208955,0.9399341212943229,0.075,0.9893617021276596,0.75,0.7164179104477612
58,4.3400000000001455,99,311,40,94,100,15,1,7,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.9998340421118144,0.9999170210559072,0.130649950511382,0.825,0.7978723404255319,0.6346153846153846,0.8059701492537313,0.9090102793233852,0.1,0.9893617021276596,0.8,0.7238805970149254
59,2.3029999999998836,99,311,40,94,50,20,1,7,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.9993880302873144,0.9996940151436572,0.148351648351648,0.8,0.8191489361702128,0.6530612244897959,0.8134328358208955,1,0.05,1,1,0.7164179104477612
60,4.323999999998705,99,311,40,94,100,20,1,7,1e-4,0.632,20,TRUE,16,TRUE,0.8,0.9998340421118144,0.9999170210559072,0.165931545518701,0.75,0.8617021276595744,0.6976744186046512,0.8283582089552238,0.9108683151236344,0.1,0.9893617021276596,0.8,0.7238805970149254
61,2.3140000000003056,99,311,40,94,50,3,1,4,0.001,0.632,20,TRUE,16,TRUE,0.8,0.8415309615185147,0.9207654807592573,0.175879474282874,0.85,0.7021276595744681,0.5483870967741935,0.746268656716418,0.5684847017164628,0.225,0.9893617021276596,0.9,0.7611940298507462
62,3.4030000000002474,99,311,40,94,100,3,1,4,0.001,0.632,20,TRUE,16,TRUE,0.8,0.8442692666735818,0.9221346333367909,0.167604182118529,0.85,0.6914893617021277,0.5396825396825397,0.7388059701492538,0.5454292578833937,0.2,0.9893617021276596,0.8888888888888888,0.753731343283582
63,2.29700000000048,99,311,40,94,50,7,1,4,0.001,0.632,20,TRUE,16,TRUE,0.8,0.981122290218857,0.9905611451094285,0.14017573992298,0.875,0.7553191489361702,0.603448275862069,0.7910447761194029,0.7139779813153283,0.25,0.9893617021276596,0.9090909090909091,0.7686567164179104
64,4.327000000001135,99,311,40,94,100,7,1,4,0.001,0.632,20,TRUE,16,TRUE,0.8,0.9878850741624314,0.9939425370812157,0.111134229113676,0.9,0.723404255319149,0.5806451612903226,0.7761194029850746,0.6543519438859711,0.275,0.9893617021276596,0.9166666666666666,0.7761194029850746
65,2.289999999999054,99,311,40,94,50,10,1,4,0.001,0.632,20,TRUE,16,TRUE,0.8,0.9971994606368635,0.9985997303184317,0.151946224782897,0.85,0.8191489361702128,0.6666666666666666,0.8283582089552238,0.7114832511140982,0.25,0.9893617021276596,0.9090909090909091,0.7686567164179104
66,4.380000000001019,99,311,40,94,100,10,1,4,0.001,0.632,20,TRUE,16,TRUE,0.8,0.9997510631677211,0.9998755315838606,0.0822930582222766,0.95,0.7127659574468085,0.5846153846153846,0.7835820895522388,0.6690621080448316,0.275,0.9893617021276596,0.9166666666666666,0.7761194029850746
67,2.316999999999098,99,311,40,94,50,15,1,4,0.001,0.632,20,TRUE,16,TRUE,0.8,0.9984441447982575,0.9992220723991287,0.141274238227147,0.85,0.8085106382978723,0.6538461538461539,0.8208955223880597,0.7418817651956703,0.225,0.9893617021276596,0.9,0.7611940298507462
68,5.480999999999767,99,311,40,94,100,15,1,4,0.001,0.632,20,TRUE,16,TRUE,0.8,1,1,0.0836148648648649,0.95,0.7340425531914894,0.6031746031746031,0.7985074626865671,0.6950844027622498,0.25,0.9893617021276596,0.9090909090909091,0.7686567164179104
