mod_num,time_to_create,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,r_2,r_2_test,mae_test,mse_test
1,1.444999999999709,100,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.2514846271818054,0.175737774602984,0.3111335318744607,0.20416634177179843
2,4.3510000000005675,300,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.31481966871245715,0.2208316500604267,0.30029474264415207,0.18947551686900765
3,2.298000000000684,100,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6569447983515377,0.4184198067285584,0.2528681608905447,0.1302832007497364
4,6.407999999999447,300,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.7441036168449495,0.43857525405468134,0.2442272336109356,0.11945248618215143
5,4.344999999999345,100,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9471381937689214,0.5677612959664216,0.1984025305619193,0.08739530475798189
6,11.430000000000291,300,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9782887880356357,0.5907141824026811,0.18731198163270105,0.07975512279423788
7,8.394999999998618,100,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9843924230665358,0.6009586959928847,0.18889422666605066,0.0828162497319277
8,16.485999999998967,300,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9961080588233436,0.61307935091072,0.18277314848328577,0.07866932916911014
9,1.261000000000422,100,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.0766351913112957,0.061284598637168064,0.3343783212842684,0.23642135701158815
10,4.3180000000011205,300,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.10516698658795476,0.07693023337217897,0.3315388742909944,0.23242510705272862
11,2.316999999999098,100,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.28896909945183136,0.2088392942769126,0.3051103974699916,0.1963437768798994
12,5.32799999999952,300,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.37407207021948696,0.2637032336319324,0.2921572466891585,0.1805246440106998
13,5.338999999999942,100,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5575958426523929,0.3664109752063762,0.2695272837977749,0.15931477146497333
14,13.51300000000083,300,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6887588041121122,0.4460479913483627,0.24800347129076625,0.13615125432357827
15,7.338999999999942,100,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6253762988446937,0.3958663616938439,0.2623806157123869,0.15248876385798188
16,19.555999999998676,300,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.7639776098678566,0.4839775350115678,0.23845247473847236,0.12693181547393603
17,1.2479999999995925,100,1,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.009764720846628605,0.011372398673911266,0.34262060229192143,0.24746914838994405
18,4.3069999999988795,300,1,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.014295941683434954,0.016904099759140756,0.34178158500015243,0.24638519296520223
19,2.3069999999988795,100,3,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.036839870284104737,0.02704486626960856,0.33952550864989006,0.2434345069143613
