mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,r_2,mse,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_max_accuracy,sensitivity_max_accuracy,specificity_max_accuracy,precision_max_accuracy,accuracy_max_accuracy,threshold_95_specificity,sensitivity_95_specificity,specificity_95_specificity,precision_95_specificity,accuracy_95_specificity,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,1.3329999999841675,94,294,34,90,25,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.07384266389502014,0.2315284717943991,0.7528970208773162,0.8764485104386581,0.244648354147801,0.6470588235294118,0.8444444444444444,0.6111111111111112,0.7903225806451613,0.33265636309495,0.5,0.9,0.6538461538461539,0.7903225806451613,0.40345382926998186,0.17647058823529413,0.9555555555555556,0.6,0.7419354838709677,0.42265292920648684,0.11764705882352941,0.9888888888888889,0.8,0.75
2,1.3599999999860302,94,294,34,90,50,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.0690578171598728,0.23272462736016736,0.74741965751818,0.87370982875909,0.201320188506044,0.7941176470588235,0.6666666666666666,0.47368421052631576,0.7016129032258065,0.361268550755186,0.35294117647058826,0.9444444444444444,0.7058823529411765,0.782258064516129,0.382445782953775,0.20588235294117646,0.9555555555555556,0.6363636363636364,0.75,0.44190154654686026,0.058823529411764705,0.9888888888888889,0.6666666666666666,0.7338709677419355
3,2.3519999999552965,94,294,34,90,100,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.07377241934247858,0.23154603210868677,0.7510086793338022,0.8755043396669011,0.193554085179023,0.7941176470588235,0.6777777777777778,0.48214285714285715,0.7096774193548387,0.344834136514584,0.4411764705882353,0.9333333333333333,0.7142857142857143,0.7983870967741935,0.3851434521422304,0.29411764705882354,0.9555555555555556,0.7142857142857143,0.7741935483870968,0.443626690184991,0.058823529411764705,0.9888888888888889,0.6666666666666666,0.7338709677419355
4,4.375999999931082,94,294,34,90,150,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.07193148445108177,0.23200624424053753,0.7610720150129016,0.8805360075064508,0.161207488259038,0.9411764705882353,0.5666666666666667,0.4507042253521127,0.6693548387096774,0.331881680695529,0.4411764705882353,0.9222222222222223,0.6818181818181818,0.7903225806451613,0.3877341439350127,0.23529411764705882,0.9555555555555556,0.6666666666666666,0.7580645161290323,0.4042492754329668,0.11764705882352941,0.9888888888888889,0.8,0.75
5,5.40500000002794,94,294,34,90,200,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.07418127058806212,0.23144382409241246,0.7594065212291812,0.8797032606145906,0.162701182380169,0.9411764705882353,0.5666666666666667,0.4507042253521127,0.6693548387096774,0.326030831687415,0.47058823529411764,0.9111111111111111,0.6666666666666666,0.7903225806451613,0.38803548734648763,0.20588235294117646,0.9555555555555556,0.6363636363636364,0.75,0.4045460075751778,0.14705882352941177,0.9888888888888889,0.8333333333333334,0.7580645161290323
6,7.470000000088476,94,294,34,90,300,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.07493317832082769,0.2312558559778049,0.7581984517945108,0.8790992258972554,0.195086007396917,0.7941176470588235,0.6777777777777778,0.48214285714285715,0.7096774193548387,0.331787294239021,0.4411764705882353,0.9222222222222223,0.6818181818181818,0.7903225806451613,0.39222524158171457,0.20588235294117646,0.9555555555555556,0.6363636363636364,0.75,0.41741134999480295,0.11764705882352941,0.9888888888888889,0.8,0.75
7,9.58399999991525,94,294,34,90,500,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.083863444740225,0.2290233941096137,0.7591250293220737,0.8795625146610369,0.165093519412502,0.9117647058823529,0.5777777777777777,0.4492753623188406,0.6693548387096774,0.373415001941865,0.35294117647058826,0.9444444444444444,0.7058823529411765,0.782258064516129,0.4048127199103007,0.20588235294117646,0.9555555555555556,0.6363636363636364,0.75,0.43218876041770754,0.11764705882352941,0.9888888888888889,0.8,0.75
8,11.530999999959022,94,294,34,90,1000,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.07525884922120119,0.23117444207227078,0.7567558057705841,0.878377902885292,0.151853644097537,0.9411764705882353,0.5666666666666667,0.4507042253521127,0.6693548387096774,0.362617797096199,0.35294117647058826,0.9444444444444444,0.7058823529411765,0.782258064516129,0.4020911452980477,0.20588235294117646,0.9555555555555556,0.6363636363636364,0.75,0.43166586218702024,0.11764705882352941,0.9888888888888889,0.8,0.75
9,1.3329999999841675,94,294,34,90,25,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.41925955777690205,0.14517829946970975,0.9127257799671591,0.9563628899835795,0.186949618400906,0.8529411764705882,0.7777777777777778,0.5918367346938775,0.7983870967741935,0.296915919044315,0.5294117647058824,0.9333333333333333,0.75,0.8225806451612904,0.34777638249288156,0.4117647058823529,0.9555555555555556,0.7777777777777778,0.8064516129032258,0.5148851936005528,0.14705882352941177,0.9888888888888889,0.8333333333333334,0.7580645161290323
10,1.3219999999273568,94,294,34,90,50,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.4400778840263252,0.13997396207049725,0.939021815622801,0.9695109078114005,0.175939817371249,0.7941176470588235,0.7555555555555555,0.5510204081632653,0.7661290322580645,0.340800899520051,0.4411764705882353,0.9666666666666667,0.8333333333333334,0.8225806451612904,0.3196787331686931,0.47058823529411764,0.9555555555555556,0.8,0.8225806451612904,0.5394320117275481,0.11764705882352941,0.9888888888888889,0.8,0.75
