mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,4.720000000000255,149,359,53,132,100,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6263670524013385,0.8131835262006692,0.267348661357523,0.71698113207547165,0.7272727272727273,0.5135135135135135,0.7243243243243244,0.5086407042013366,0.2641509433962264,0.9848484848484849,0.875,0.7783783783783784
2,7.829999999999927,149,359,53,132,300,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6607092781963322,0.8303546390981661,0.232158524135613,0.8867924528301887,0.5606060606060606,0.44761904761904764,0.654054054054054,0.5568942869011398,0.24528301886792453,0.9848484848484849,0.8666666666666667,0.772972972972973
3,4.739999999999782,149,359,53,132,100,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9117047727655121,0.955852386382756,0.269804307325935,0.8490566037735849,0.7878787878787878,0.6164383561643836,0.8054054054054054,0.6913330015988058,0.2641509433962264,0.9848484848484849,0.875,0.7783783783783784
4,9.159999999999854,149,359,53,132,300,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9425884728272047,0.9712942364136024,0.329812592757457,0.7924528301886793,0.8409090909090909,0.6666666666666666,0.827027027027027,0.7456688535766407,0.24528301886792453,0.9848484848484849,0.8666666666666667,0.772972972972973
5,5.860000000000582,149,359,53,132,100,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.239185648210387,0.8490566037735849,0.8409090909090909,0.6818181818181818,0.8432432432432433,0.8213384035581824,0.3018867924528302,0.9848484848484849,0.8888888888888888,0.7891891891891892
6,13.520000000000437,149,359,53,132,300,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.263627252154461,0.8301886792452831,0.8560606060606061,0.6984126984126984,0.8486486486486486,0.8463974045882472,0.33962264150943394,0.9848484848484849,0.9,0.8
7,7.940000000000509,149,359,53,132,100,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.312587441447446,0.7547169811320755,0.8863636363636364,0.7272727272727273,0.8486486486486486,0.8108720932986256,0.33962264150943394,0.9848484848484849,0.9,0.8
8,19.470000000000255,149,359,53,132,300,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.294064187309493,0.7547169811320755,0.9015151515151515,0.7547169811320755,0.8594594594594595,0.8428958927081601,0.37735849056603776,0.9848484848484849,0.9090909090909091,0.8108108108108109
9,3.380000000000109,149,359,53,132,100,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5366510254061432,0.7683255127030716,0.262295189772873,0.8113207547169812,0.6515151515151515,0.48314606741573035,0.6972972972972973,0.4460963820721594,0.07547169811320754,1,1,0.7351351351351352
10,7.539999999999964,149,359,53,132,300,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.541193845693668,0.770596922846834,0.252992066345545,0.8113207547169812,0.6439393939393939,0.4777777777777778,0.6918918918918919,0.43828448741737874,0.09433962264150944,1,1,0.7405405405405405
11,3.800000000000182,149,359,53,132,100,3,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.7957039501972294,0.8978519750986147,0.267481263092096,0.8490566037735849,0.7196969696969697,0.5487804878048781,0.7567567567567568,0.49013406893695344,0.24528301886792453,0.9848484848484849,0.8666666666666667,0.772972972972973
12,9.510000000000218,149,359,53,132,300,3,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8261202819165843,0.9130601409582921,0.248435168380416,0.8867924528301887,0.6666666666666666,0.5164835164835165,0.7297297297297297,0.5622248368131267,0.22641509433962265,0.9848484848484849,0.8571428571428571,0.7675675675675676
13,5.829999999999927,149,359,53,132,100,7,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9981679160980352,0.9990839580490176,0.29917447875389,0.7924528301886793,0.8409090909090909,0.6666666666666666,0.827027027027027,0.4967019753858345,0.32075471698113206,0.9848484848484849,0.8947368421052632,0.7945945945945946
14,15,149,359,53,132,300,7,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9994017685218075,0.9997008842609038,0.312888319947522,0.7735849056603774,0.8636363636363636,0.6949152542372882,0.8378378378378378,0.5454495965496876,0.33962264150943394,0.9848484848484849,0.9,0.8
15,8.579999999999927,149,359,53,132,100,10,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.294082745239014,0.8301886792452831,0.8333333333333334,0.6666666666666666,0.8324324324324325,0.49449091016824265,0.3584905660377358,0.9848484848484849,0.9047619047619048,0.8054054054054054
16,20.969999999999345,149,359,53,132,300,10,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.290487537802499,0.8301886792452831,0.8409090909090909,0.676923076923077,0.8378378378378378,0.5562882106091482,0.37735849056603776,0.9848484848484849,0.9090909090909091,0.8108108108108109
17,3.6400000000003274,149,359,53,132,100,1,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5200687966199924,0.7600343983099962,0.289525286954145,0.6981132075471698,0.7272727272727273,0.5068493150684932,0.7189189189189189,0.3121294339723369,0.07547169811320754,1,1,0.7351351351351352
18,8.079999999999927,149,359,53,132,300,1,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.4923071170851172,0.7461535585425586,0.28762800992175,0.7924528301886793,0.6060606060606061,0.44680851063829785,0.6594594594594595,0.32141049018539825,0.07547169811320754,1,1,0.7351351351351352
19,3.839999999999236,149,359,53,132,100,3,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.7771026901721787,0.8885513450860894,0.290131707287345,0.8490566037735849,0.7424242424242424,0.569620253164557,0.772972972972973,0.31680873917692576,0.24528301886792453,0.9848484848484849,0.8666666666666667,0.772972972972973
20,9.69000000000051,149,359,53,132,300,3,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.7826363313454598,0.8913181656727299,0.287863825870927,0.8490566037735849,0.7196969696969697,0.5487804878048781,0.7567567567567568,0.3291753760074323,0.22641509433962265,0.9848484848484849,0.8571428571428571,0.7675675675675676
21,6.0600000000004,149,359,53,132,100,7,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9941859378213158,0.9970929689106579,0.295159347286416,0.8113207547169812,0.8409090909090909,0.671875,0.8324324324324325,0.32147703974330205,0.3018867924528302,0.9848484848484849,0.8888888888888888,0.7891891891891892
22,14.75,149,359,53,132,300,7,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9952515376418463,0.9976257688209231,0.296752871008146,0.8113207547169812,0.8409090909090909,0.671875,0.8324324324324325,0.3353985122746213,0.3018867924528302,0.9848484848484849,0.8888888888888888,0.7891891891891892
23,8.479999999999563,149,359,53,132,100,10,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.29978175980785,0.7924528301886793,0.8636363636363636,0.7,0.8432432432432433,0.32182174530486324,0.33962264150943394,0.9848484848484849,0.9,0.8
24,20.420000000000073,149,359,53,132,300,10,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.300233215678062,0.8113207547169812,0.8560606060606061,0.6935483870967742,0.8432432432432433,0.337032286242489,0.32075471698113206,0.9848484848484849,0.8947368421052632,0.7945945945945946
25,3.5,149,359,53,132,100,1,1,bernoulli,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.5040474098446466,0.7520237049223233,0.269239825254534,0.7358490566037735,0.6666666666666666,0.46987951807228917,0.6864864864864865,0.42226083905184464,0.07547169811320754,1,1,0.7351351351351352
26,3.7700000000004366,149,359,53,132,300,1,1,bernoulli,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.5022153259426818,0.7511076629713409,0.26923963077453,0.7358490566037735,0.6666666666666666,0.46987951807228917,0.6864864864864865,0.4222614580738633,0.07547169811320754,1,1,0.7351351351351352
27,3.800000000000182,149,359,53,132,100,3,1,bernoulli,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.7778504795199193,0.8889252397599596,0.266759024444185,0.9056603773584906,0.6818181818181818,0.5333333333333333,0.745945945945946,0.4802500028432936,0.20754716981132076,0.9848484848484849,0.8461538461538461,0.7621621621621621
