mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,r_2,mse,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_max_accuracy,sensitivity_max_accuracy,specificity_max_accuracy,precision_max_accuracy,accuracy_max_accuracy,threshold_95_specificity,sensitivity_95_specificity,specificity_95_specificity,precision_95_specificity,accuracy_95_specificity,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,1.2700000000186265,23,108,11,34,25,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.35726180446076594,0.16068454888480851,0.9339849108367628,0.9669924554183814,0.0883379290226047,0.9090909090909091,0.7058823529411765,0.5,0.7555555555555555,0.581770045284185,0.2727272727272727,1,1,0.8222222222222222,0.578690598255654,0.2727272727272727,0.9705882352941176,0.75,0.8,0.5817700452841846,0.2727272727272727,1,1,0.8222222222222222
2,1.3050000000512227,23,108,11,34,50,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.32434350863984285,0.1689141228400393,0.9322702331961592,0.9661351165980796,0.0980116868509337,0.9090909090909091,0.7058823529411765,0.5,0.7555555555555555,0.392569042723663,0.45454545454545453,0.9411764705882353,0.7142857142857143,0.8222222222222222,0.6308905683779833,0.18181818181818182,0.9705882352941176,0.6666666666666666,0.7777777777777778,0.6436420396024802,0.18181818181818182,1,1,0.8
3,1.259000000078231,23,108,11,34,100,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.30305419976568304,0.17423645005857924,0.9298696844993142,0.9649348422496571,0.172153982426238,0.7272727272727273,0.8529411764705882,0.6153846153846154,0.8222222222222222,0.372933427330029,0.45454545454545453,0.9411764705882353,0.7142857142857143,0.8222222222222222,0.5692262094965582,0.18181818181818182,0.9705882352941176,0.6666666666666666,0.7777777777777778,0.6685890569523094,0.09090909090909091,1,1,0.7777777777777778
4,1.2539999999571592,23,108,11,34,150,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.3049601094105364,0.1737599726473659,0.9284979423868311,0.9642489711934156,0.110782332149004,0.9090909090909091,0.7058823529411765,0.5,0.7555555555555555,0.392916997242244,0.45454545454545453,0.9411764705882353,0.7142857142857143,0.8222222222222222,0.5841600046591153,0.18181818181818182,0.9705882352941176,0.6666666666666666,0.7777777777777778,0.6773201957284101,0.09090909090909091,1,1,0.7777777777777778
5,1.262999999918975,23,108,11,34,200,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.2982805700525404,0.1754298574868649,0.9240397805212621,0.9620198902606311,0.119610410071034,0.9090909090909091,0.7058823529411765,0.5,0.7555555555555555,0.407239147930408,0.45454545454545453,0.9411764705882353,0.7142857142857143,0.8222222222222222,0.582578341697003,0.18181818181818182,0.9705882352941176,0.6666666666666666,0.7777777777777778,0.6838037135412625,0.09090909090909091,1,1,0.7777777777777778
6,2.2859999999636784,23,108,11,34,300,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.3012484484886462,0.17468788787783845,0.9252400548696844,0.9626200274348422,0.12158989102518,0.9090909090909091,0.7058823529411765,0.5,0.7555555555555555,0.419368458683045,0.45454545454545453,0.9411764705882353,0.7142857142857143,0.8222222222222222,0.605214138925334,0.18181818181818182,0.9705882352941176,0.6666666666666666,0.7777777777777778,0.6983243012392364,0.09090909090909091,1,1,0.7777777777777778
7,3.3050000000512227,23,108,11,34,500,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.2986582763104306,0.17533543092239234,0.9243827160493827,0.9621913580246914,0.118071336622905,0.9090909090909091,0.7058823529411765,0.5,0.7555555555555555,0.415302802763201,0.45454545454545453,0.9411764705882353,0.7142857142857143,0.8222222222222222,0.5934446835046524,0.18181818181818182,0.9705882352941176,0.6666666666666666,0.7777777777777778,0.6829177933383856,0.09090909090909091,1,1,0.7777777777777778
8,5.327000000048429,23,108,11,34,1000,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.29948216208959855,0.17512945947760036,0.921124828532236,0.960562414266118,0.12098945845092,0.9090909090909091,0.7058823529411765,0.5,0.7555555555555555,0.409284898534861,0.45454545454545453,0.9411764705882353,0.7142857142857143,0.8222222222222222,0.5998672797293014,0.18181818181818182,0.9705882352941176,0.6666666666666666,0.7777777777777778,0.6592806254842654,0.09090909090909091,1,1,0.7777777777777778
9,1.27800000004936,23,108,11,34,25,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9096079300992723,0.022598017475181923,0.9972565157750342,0.9986282578875171,0.172288374133181,0.7272727272727273,0.9117647058823529,0.7272727272727273,0.8666666666666667,0.172288374133181,0.7272727272727273,0.9117647058823529,0.7272727272727273,0.8666666666666667,0.5222036726672808,0.18181818181818182,0.9705882352941176,0.6666666666666666,0.7777777777777778,Inf,0,0.9705882352941176,0,0.7333333333333333
10,1.259000000078231,23,108,11,34,50,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9212746139926741,0.019681346501831485,0.995713305898491,0.9978566529492455,0.0764845605700713,0.8181818181818182,0.8529411764705882,0.6428571428571429,0.8444444444444444,0.160718644464087,0.7272727272727273,0.8823529411764706,0.6666666666666666,0.8444444444444444,0.5808527722074388,0.09090909090909091,0.9705882352941176,0.5,0.7555555555555555,Inf,0,0.9705882352941176,0,0.7333333333333333
11,1.2579999999143183,23,108,11,34,100,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.918888510965526,0.020277872258618483,0.9994855967078191,0.9997427983539096,0.0654592496765847,0.9090909090909091,0.8235294117647058,0.625,0.8444444444444444,0.17163871151999,0.7272727272727273,0.8823529411764706,0.6666666666666666,0.8444444444444444,0.5737486918122917,0.09090909090909091,0.9705882352941176,0.5,0.7555555555555555,Inf,0,0.9705882352941176,0,0.7333333333333333
12,1.2969999999040738,23,108,11,34,150,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9292697441296733,0.017682563967581652,1,1,0.0852565629528521,0.8181818181818182,0.8823529411764706,0.6923076923076923,0.8666666666666667,0.0852565629528521,0.8181818181818182,0.8823529411764706,0.6923076923076923,0.8666666666666667,0.44689765937675896,0.2727272727272727,0.9705882352941176,0.75,0.8,Inf,0,0.9705882352941176,0,0.7333333333333333
13,1.2679999999236315,23,108,11,34,200,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9286004302136862,0.017849892446578444,1,1,0.0809201623815968,0.9090909090909091,0.8823529411764706,0.7142857142857143,0.8888888888888888,0.0809201623815968,0.9090909090909091,0.8823529411764706,0.7142857142857143,0.8888888888888888,0.47090389884097394,0.2727272727272727,0.9705882352941176,0.75,0.8,Inf,0,0.9705882352941176,0,0.7333333333333333
14,1.7199999999720603,23,108,11,34,300,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9265140493874242,0.01837148765314396,1,1,0.0854861004685394,0.9090909090909091,0.8823529411764706,0.7142857142857143,0.8888888888888888,0.0854861004685394,0.9090909090909091,0.8823529411764706,0.7142857142857143,0.8888888888888888,0.5165994109000203,0.2727272727272727,0.9705882352941176,0.75,0.8,Inf,0,0.9705882352941176,0,0.7333333333333333
15,3.303000000072643,23,108,11,34,500,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9251287505542463,0.018717812361438442,1,1,0.0798405350148946,0.9090909090909091,0.8529411764705882,0.6666666666666666,0.8666666666666667,0.0798405350148946,0.9090909090909091,0.8529411764705882,0.6666666666666666,0.8666666666666667,0.5381640549436773,0.2727272727272727,0.9705882352941176,0.75,0.8,Inf,0,0.9705882352941176,0,0.7333333333333333
16,5.3380000001052395,23,108,11,34,1000,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.92616767790273,0.018458080524317504,1,1,0.079529047062027,0.9090909090909091,0.8235294117647058,0.625,0.8444444444444444,0.188950696155196,0.7272727272727273,0.8823529411764706,0.6666666666666666,0.8444444444444444,0.522873139253281,0.2727272727272727,0.9705882352941176,0.75,0.8,Inf,0,0.9705882352941176,0,0.7333333333333333
17,1.2839999999850988,23,108,11,34,25,10,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9352961310477677,0.01617596723805808,0.9982853223593964,0.9991426611796982,0.164285714285714,0.7272727272727273,0.9117647058823529,0.7272727272727273,0.8666666666666667,0.164285714285714,0.7272727272727273,0.9117647058823529,0.7272727272727273,0.8666666666666667,0.5278688524590164,0.18181818181818182,0.9705882352941176,0.6666666666666666,0.7777777777777778,Inf,0.18181818181818182,0.9705882352941176,0.6666666666666666,0.7777777777777778
