mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,3.4429999999993015,188,561,73,200,50,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5905750641932859,0.7952875320966429,0.172851494430361,0.9041095890410958,0.565,0.43137254901960786,0.6556776556776557,0.4555646950111291,0.0958904109589041,0.985,0.7,0.7472527472527473
2,4.396999999997206,188,561,73,200,100,3,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5992249313741322,0.7996124656870661,0.335257856553461,0.547945205479452,0.9,0.6666666666666666,0.8058608058608059,0.46003300834485406,0.0273972602739726,0.985,0.4,0.7289377289377289
3,2.3100000000049477,188,561,73,200,50,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9114591743366167,0.9557295871683084,0.239025301031337,0.726027397260274,0.835,0.6162790697674418,0.8058608058608059,0.43117085297842817,0.3424657534246575,0.985,0.8928571428571429,0.8131868131868132
4,5.357000000003609,188,561,73,200,100,7,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9109905870954873,0.9554952935477437,0.21286345873218,0.7808219178082192,0.795,0.5816326530612245,0.7912087912087912,0.43633438523864143,0.3150684931506849,0.985,0.8846153846153846,0.8058608058608059
5,3.327000000004773,188,561,73,200,50,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9837482546708334,0.9918741273354167,0.155815887485872,0.8493150684931506,0.795,0.6019417475728155,0.8095238095238095,0.40696588553429897,0.410958904109589,0.985,0.9090909090909091,0.8315018315018315
6,6.389999999999418,188,561,73,200,100,10,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9869998701886697,0.9934999350943349,0.265137558076564,0.6575342465753424,0.915,0.7384615384615385,0.8461538461538461,0.44179620444866036,0.3561643835616438,0.985,0.896551724137931,0.8168498168498168
7,3.346000000005006,188,561,73,200,50,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9978565299848343,0.9989282649924172,0.145958327248511,0.821917808219178,0.835,0.6451612903225806,0.8315018315018315,0.3997782904320846,0.3424657534246575,0.985,0.8928571428571429,0.8131868131868132
8,6.364000000001397,188,561,73,200,100,15,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9993636078684662,0.9996818039342331,0.144086149033469,0.8493150684931506,0.83,0.6458333333333334,0.8351648351648352,0.47436918828044133,0.3013698630136986,0.985,0.88,0.8021978021978022
9,3.326999999997497,188,561,73,200,50,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9983251172259635,0.9991625586129818,0.144847777753319,0.821917808219178,0.835,0.6451612903225806,0.8315018315018315,0.4345173418065338,0.3013698630136986,0.985,0.88,0.8021978021978022
10,6.366000000001804,188,561,73,200,100,20,1,4,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.9996517256991608,0.9998258628495804,0.15697334272322,0.8082191780821918,0.855,0.6704545454545454,0.8424908424908425,0.48388689091037296,0.2876712328767123,0.985,0.875,0.7985347985347986
