avg_pct_change,sd_pct_change,avg_vol,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio,pays_dividend,dividend_yield,response
0.002968793928770363,0.03911167662233364,11190.725806451614,0,2.48,0,0,0,0,0,1.8507134613329077
7.00851981276357e-4,0.045420523344951134,31038.095238095237,0,1.07,0,0,0,0,0,1.6783224470786244
-5.080738368849337e-4,0.03349720614296086,16071.484375,0,0.52,0.95,0,2.5,0,0,1.6269375761153153
-0.004462896351520994,0.0345591296454223,57480.555555555555,0,0.83,3.32,0,3.29,0,0,1.4930484444078322
0.004463753921364841,0.022148130090847665,77480.64516129032,0,1.18,5.2,0,3.5,0,0,1.1452055981149856
-1.336973824364101e-4,0.02958022509574123,287187.3015873016,0,1.35,2.97,0,1.38,0,0,1.02817163576063
0.005788005871651562,0.02803587417385222,167617.46031746033,0,1.99,3.93,0,1.38,0,0,0.9666258206848745
4.3483358158567213e-5,0.020537235660768878,320248.3870967742,44.9,2.14,2.69,0,1.27,0,0,0.5053768220725263
8.211886961669401e-4,0.01591268198646506,281230,61.23,2.59,3.36,0,1.48,0,0,0.3908878602415231
1.6963811780348176e-4,0.017404873727736313,387448.4375,59.05,2.72,3.67,0,1.47,0,0,0.29470620157912497
0.0014597733790217232,0.015507154165976299,232928.125,56.33,2.95,4.23,0,1.49,0,0,0.16009360573715553
0.0018484875568144086,0.017250155520678902,288540.625,56.35,3.34,4.93,0,1.55,0,0,-0.109246915388801
-6.754335069121988e-5,0.0200682967190924,379773.7704918033,43.81,3.01,4.57,0,1.59,0,0,-0.39417136117903817
8.235668485048747e-4,0.02116008129461521,496128.5714285714,37.3,2.92,3.01,0,0.78,0,0,-0.17964920342914314
0.0011561649636101594,0.01654073704029978,340404.6875,35.66,2.88,3.24,0,1.41,0,0,-0.32459005109211403
-9.367287997731326e-5,0.017317698747002095,381017.1875,41.08,3.33,4.11,0,1.51,0,0,-0.44881512793551304
0.0025318780453358987,0.01568636267906686,377329.5081967213,49.04,3.54,3.74,0,1.9,0,0,-0.6043330649916737
0.001198875721488421,0.017626186305368698,698725.3968253968,51.53,3.45,3.32,0,1.36,0,0,-0.805686163154636
-0.0035642922286551167,0.01825490557015823,739998.4375,43.89,2.71,2.81,0,1.48,0,0,-0.739430765662224
-2.8867566695058006e-4,0.025999950333624365,699059.375,36.31,2.37,2.63,0,1.54,0,0,-0.3398905059344724
6.508567847225411e-4,0.020342962068621667,695715.625,28.27,1.84,1.97,0,1.74,0,0,0.06869674592300815
-8.292191372461307e-4,0.03624400000283682,15281.25,0,0.09,0.49,0,1.01,0,0,1.7941836242834681
-6.267830531875688e-4,0.033407699205182155,49067.1875,7.19,0.19,0.5,4.31,0.9,0,0,1.8900816761520356
0.0013235293564301098,0.03025861674272233,32216.129032258064,9.63,0.23,0.61,2.68,0.79,0,0,1.5009243240656318
0.0017005132449721663,0.026859183643501386,33065.079365079364,11.31,0.25,0.65,1.51,0.88,0,0,1.2526714951124525
-0.006806600918220814,0.03044291524383988,26198.4375,0,0.19,0.54,2.53,0.92,0,0,1.4931194802065424
-0.005727804508133261,0.04396148852684363,14261.904761904761,0,0.17,0.45,2.49,0.79,0,0,2.1162290573721774
0.005119690255998351,0.030350371381494653,18732.25806451613,0,0.24,0.61,22,0.77,0,0,2.1724807515547484
-3.8547104029520226e-4,0.03204549839418892,17665.079365079364,0,0.25,0.6,0,0.7,0,0,2.1000724535838367
6.658511001517861e-4,0.022086586764245755,19773.015873015873,8.92,0.28,0.64,4.73,0.69,0,0,2.008821998119094
0.002095620550655632,0.02815286757296942,31658.064516129034,9.93,0.32,0.82,5.39,0.59,0,0,1.7120044353160362
0.008087806626941673,0.032585896445034575,96511.66666666667,6.98,0.57,1.33,4.97,0.4,0,0,1.4633241383856763
0.0046833852075296644,0.030751216026322283,175193.75,10.02,0.84,1.95,5.02,0.41,0,0,1.2943053702919416
0.006269884064315527,0.03740937455704667,147442.1875,14.27,1.22,2.8,10.47,0.39,0,0,1.0939814359080502
-0.0016345879758747,0.03504148203297192,133970.3125,12.76,0.93,2.15,9.38,0.44,0,0,0.9754836481124284
0.0031219594282084553,0.03834854086046066,139344.26229508198,31.15,0.93,2.17,17.52,0.4,0,0,0.9854349247604517
0.001279262140639686,0.02537573291494467,68539.68253968254,29.19,0.87,2.07,71.78,0.38,0,0,1.155803239644823
-0.00318926992499954,0.018370524759519506,41740.625,23.61,0.73,1.75,45.55,0.43,0,0,1.3465562993264124
0.003282553309315403,0.019032800000621863,51295.3125,22.06,0.86,2.09,153.8,0.41,0,0,1.451958929455998
-0.0012026535093789055,0.01634834534557867,64045.901639344265,21.31,0.8,1.95,0,0.4,0,0,1.380016105378157
0.002991979722181137,0.01837975994485495,63525.39682539683,24.88,0.95,2.3,12.53,0.4,0,0,1.180998067865923
0.0014968610496455578,0.023522060925143216,81507.8125,28.58,1.05,2.51,54.68,0.42,0,0,1.1935676255489716
-0.001271678216921541,0.03641601069945288,89975,22.6,0.78,1.82,137.59,0.31,0,0,1.4350505385375756
0.002456361185985273,0.024894195051053856,47679.6875,22.06,0.54,1.35,0,0.64,0,0,1.739908159593693
-1.7700544865856447e-4,0.014761104985615312,380181.44444444444,19.22,1.33,2.33,52.73,0.27,0,0,-0.7444344253497078
0.0011487326196493461,0.014089138170089421,335832.7868852459,17.23,1.31,2.21,14.71,0.27,0,0,-0.7568439886834168
0.0012865100088451365,0.014490532472266004,440125.3968253968,17.81,1.45,2.36,17.91,0.3,0,0,-0.7890546790205387
