mod_num,time_to_create,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,r_2,r_2_test,mae_test,mse_test
1,2.3840000000000146,100,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.2731182268214518,0.22162176935230105,0.8249249569378728,1.6491844266409468
2,4.345999999999549,300,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.3174520473038076,0.23931866103593347,0.8147734959215858,1.5889689460933727
3,2.279999999998836,100,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6181143524017607,0.41069862014133074,0.7113669723539845,1.2642158127861503
4,5.337999999999738,300,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6948384372884209,0.4372461379316096,0.6946300222361633,1.222220920448763
5,4.330000000001746,100,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9560443041714037,0.5785024930732732,0.6065849889872597,1.0196812522777678
6,12.42200000000048,300,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9829189439645886,0.5893809844179054,0.5949338468771531,0.9852196435176681
7,7.352000000000771,100,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9850006709804389,0.5826033552816134,0.6006555706061821,0.9764781873053638
8,19.53399999999965,300,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9968760378984599,0.5977235283576592,0.585288721034175,0.9184970456852413
9,1.257000000001426,100,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.11780916511203665,0.09120500474915305,0.8805552564246981,1.9875210644912116
10,4.302999999999884,300,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.1538582334566636,0.13167053712918186,0.8667808839825792,1.9050774376276347
11,2.3190000000013242,100,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.27534615359253833,0.2029924351962572,0.8316960042642145,1.793944229920193
12,5.3289999999997235,300,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.35627507289932736,0.2644059364143112,0.8041232755080565,1.654603536379077
13,5.324999999998909,100,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5395743283295695,0.33170399514924,0.7693612617041489,1.6287540467639652
