mod_num,time_to_create,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,r_2,r_2_test,mae_test,mse_test
1,1.3479999999999563,50,3,1,4,1e-4,0.632,4,0.8,0.2551108704055468,0.23230371781443582,0.7716464660423099,1.2275300262048587
2,1.2899999999990541,100,3,1,4,1e-4,0.632,4,0.8,0.2702663039400357,0.23481881997902176,0.7713750460816922,1.2280850152577039
3,1.2510000000002037,50,7,1,4,1e-4,0.632,4,0.8,0.4044196662767445,0.43831830648382797,0.6480071536615345,0.8993249396080794
4,2.260999999998603,100,7,1,4,1e-4,0.632,4,0.8,0.4341083514185726,0.4563593730196013,0.6406656386154828,0.8886435523446009
5,1.2359999999989668,50,10,1,4,1e-4,0.632,4,0.8,0.4696471679462664,0.5274127071770758,0.5890698955424893,0.7893104523084236
6,2.2559999999994034,100,10,1,4,1e-4,0.632,4,0.8,0.5023960019007154,0.5504371529029097,0.5749916579118889,0.7668705036830302
7,1.2640000000010332,50,15,1,4,1e-4,0.632,4,0.8,0.5035160418125872,0.5974373163309792,0.5432464333597131,0.7104355343067627
8,3.271999999999025,100,15,1,4,1e-4,0.632,4,0.8,0.541485359012601,0.6079660129163138,0.5364267314740687,0.7024905693587801
9,2.253000000000611,50,20,1,4,1e-4,0.632,4,0.8,0.5060463583954288,0.6010334225622083,0.5413443906135992,0.7109041618072129
10,3.268000000000029,100,20,1,4,1e-4,0.632,4,0.8,0.5444129262133655,0.6118035353116099,0.5332340194941197,0.7001939968127738
11,1.2529999999987922,50,3,1,7,1e-4,0.632,4,0.8,0.2987086201589595,0.2597978604764215,0.7594716398852094,1.1650193724582345
12,2.2559999999994034,100,3,1,7,1e-4,0.632,4,0.8,0.29589635630940425,0.2577360175388551,0.7603301839152413,1.184066488698005
13,1.2369999999991705,50,7,1,7,1e-4,0.632,4,0.8,0.46355172625781726,0.4915722306920739,0.616560734039366,0.8336481496716492
14,2.2550000000010186,100,7,1,7,1e-4,0.632,4,0.8,0.48071244491480936,0.49792361429460497,0.6102461207087878,0.8415431505743696
