ticker,quarter,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio
ABEV,2021.3,17.82,4.16,3.15,17.39,NA
ABEV,2021.2,20.24,4.73,3.58,19.75,0.55
ABEV,2021.1,18.27,3.75,2.82,14.49,0.6
ABEV,2020.4,21.76,4.22,3.29,17.45,0.67
ABEV,2020.3,18.28,2.93,2.33,10.52,0.6
ABEV,2020.2,19.72,3.39,2.86,15.08,0.61
ABEV,2020.1,13.96,2.75,2.16,11.58,0.58
ABEV,2019.4,25.13,5.38,4.49,20.98,0.63
ABEV,2019.3,24.28,5.09,4.06,19.05,0.53
ABEV,2019.2,23.25,5.22,4.33,16.72,0.57
ABEV,2019.1,21.41,4.77,3.98,15.12,0.6
ABEV,2018.4,18.54,4.28,3.7,14.88,0.64
ABEV,2018.3,20.8,4.63,4.29,15.75,0.59
ABEV,2018.2,28.1,4.45,4.45,15.23,0.7
ABEV,2018.1,43.74,6.92,6.72,24.35,0.66
ABEV,2017.4,38.75,6.13,6.08,19.9,0.81
ABEV,2017.3,32.45,6.48,5.92,22.74,0.7
ABEV,2017.2,20.28,5.54,4.93,19.65,0.69
ABEV,2017.1,21.08,5.86,5.13,22.27,0.66
ABEV,2016.4,18.67,5.21,5.05,28.41,0.8
ABEV,2016.3,24.81,6.19,5.39,23.88,0.61
ABEV,2016.2,25.11,6.04,5.99,23.64,0.66
ABEV,2016.1,20.96,5.19,5.48,17.5,0.64
ABEV,2015.4,16.36,4.18,3.85,10.61,0.79
ABEV,2015.3,15.76,4.32,4.47,11.11,0.75
ABEV,2015.2,18.09,5.06,5.31,14.2,0.62
ABEV,2015.1,16.41,4.65,4.6,13.68,0.63
ABEV,2014.4,16.81,4.88,4.25,16.16,0.65
ABEV,2014.3,15.88,4.72,4.27,28.51,0.49
ABEV,2014.2,17.11,4.45,0,13.18,0.5
ABEV,2014.1,18.32,4.13,0,13.41,0.58
ABEV,2013.4,17.68,4.05,4.35,13.55,0.56
ABEV,2013.3,19.21,4.47,0,10.73,0.5
ABEV,2013.2,17.48,4.7,0,16.15,0.49
ABEV,2013.1,19.29,6.32,0,17.61,0.64
ABEV,2012.4,18.92,6.31,0,17.27,0.81
ABEV,2012.3,14.32,4.74,0,13.11,0.72
ABEV,2012.2,14.71,4.87,0,13.06,0.74
ABEV,2012.1,15.54,5.14,0,14.7,0.66
ABEV,2011.4,12.64,4.15,0,11.66,0.79
ABEV,2011.3,10.98,3.5,0,12.75,0.79
ABEV,2011.2,12.69,4.03,0,16.44,0.67
ABEV,2011.1,11.29,3.47,0,13.27,0.71
ABEV,2010.4,13.15,3.89,0,12.6,0.74
ABEV,2010.3,11.37,3.17,0,10.94,0.76
ABEV,2010.2,10.23,2.68,0,8.44,0.7
ABEV,2010.1,9.56,2.48,0,7.98,0.76
ABEV,2009.4,11.38,2.89,0,9.43,0.82
ABEV,2009.3,11.68,2.58,0,6.12,0.84
ABEV,2009.2,8.85,1.88,0,4.74,0.84
ABEV,2009.1,7.46,1.17,0,4.68,0.89
ABEV,2008.4,7.84,1.08,0,4.83,1.01
ABEV,2008.3,8.75,1.3,0,5.67,1.12
ABEV,2008.2,12.87,1.73,0,9.24,1
ABEV,2008.1,15.67,2.32,0,8.16,0.97
ABEV,2007.4,17.72,2.57,0,7.92,1.04
ABEV,2007.3,19.8,2.93,0,11.88,1.03
ABEV,2007.2,20.99,3.06,0,10.47,0.95
ABEV,2007.1,15.78,2.42,0,9.75,0.84
ABEV,2006.4,13.42,2.14,0,8,0.85
ABEV,2006.3,NA,NA,0,NA,0.82
ABEV,2006.2,NA,NA,0,NA,0.64
ABEV,2006.1,NA,NA,0,NA,0.66
ABEV,2005.4,NA,NA,NA,NA,0.69
ABEV,2005.3,NA,NA,NA,NA,0.67
ABEV,2005.2,NA,NA,NA,NA,0.77
ABEV,2005.1,NA,NA,NA,NA,0.85
BUD,2021.3,19.85,2.22,1.42,12.1,NA
BUD,2021.2,25,2.8,1.79,15.24,1.73
BUD,2021.1,29.26,2.58,0,17.29,0
BUD,2020.4,99.03,2.95,1.74,19.23,1.89
BUD,2020.3,0,2.24,0,11.54,0
BUD,2020.2,78.85,2.03,1.18,18.04,2.3
BUD,2020.1,25.62,1.68,0,9.36,0
BUD,2019.4,17.43,3.05,1.87,17.4,1.8
BUD,2019.3,19.28,3.53,0,19.32,0
BUD,2019.2,22.85,3.29,1.8,14.92,2.04
BUD,2019.1,23.05,3.05,0,16.83,0
BUD,2018.4,28.53,2.35,1.48,13.19,2.25
BUD,2018.3,23.62,3.01,0,14.78,0
BUD,2018.2,23.45,3.36,2.14,18.59,2.14
BUD,2018.1,26.4,3.58,0,18.11,0
BUD,2017.4,25.53,3.65,2.07,18.38,2.07
BUD,2017.3,39.99,3.73,0,35.74,0
BUD,2017.2,49.82,3.54,2.33,27.6,2.02
BUD,2017.1,72.7,3.53,0,32.25,0
BUD,2016.4,130.96,3.5,1.86,30.98,2.15
BUD,2016.3,60.51,4.57,0,19.7,0
