ticker,quarter,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio
AVD,2021.2,41.02,1.37,1.79,8.05,NA
AVD,2020.4,30.4,1.01,1.33,5.97,0.89
AVD,2020.3,35.43,0.87,1.15,10.2,0.96
AVD,2020.2,36.13,0.9,1.22,11.57,0.95
AVD,2020.1,40.07,0.92,1.3,127.78,1.02
AVD,2019.4,41.26,1.23,1.7,0,0.95
AVD,2019.3,26,0.99,1.39,0,1.02
AVD,2019.2,21.57,1,1.38,0,0.99
AVD,2019.1,21.63,1.14,1.56,0,1.01
AVD,2018.4,18.36,1,1.37,125.38,0.8
AVD,2018.3,20.94,1.22,1.64,27.04,0.8
AVD,2018.2,29.47,1.63,2.15,29.63,0.76
AVD,2018.1,27.34,1.53,1.92,21.53,0.8
AVD,2017.4,28.11,1.62,1.89,11.01,0.75
AVD,2017.3,41.8,2.05,2.27,35.78,0.58
AVD,2017.2,34,1.58,1.74,11.97,0.46
AVD,2017.1,35.54,1.54,1.69,11.77,0.47
AVD,2016.4,42.82,1.77,1.96,15.48,0.52
AVD,2016.3,38.49,1.5,1.67,8.4,0.66
AVD,2016.2,37.12,1.46,1.59,7.9,0.67
AVD,2016.1,48.43,1.55,1.66,7.31,0.71
AVD,2015.4,62.54,1.39,1.5,5.61,0.62
AVD,2015.3,63.07,1.16,1.25,7.35,0.86
AVD,2015.2,112.93,1.39,1.5,12.32,0.88
AVD,2015.1,104.29,1.06,1.17,14.47,0.81
AVD,2014.4,67,1.1,1.27,0,0.81
AVD,2014.3,90.89,1.06,1.22,0,0.85
AVD,2014.2,32.07,1.15,1.44,0,0.85
AVD,2014.1,30.82,1.78,2.32,0,0.92
AVD,2013.4,19.59,1.78,2.62,0,0.74
AVD,2013.3,16.43,1.83,2.88,38.22,0.79
AVD,2013.2,14.54,1.62,2.59,60,0.75
AVD,2013.1,18.79,2.11,3.46,60.68,0.96
AVD,2012.4,23.29,2.33,3.76,37.61,0.77
AVD,2012.3,29.73,2.76,4.34,27.61,0.85
AVD,2012.2,25.39,2.19,3.44,12.65,0.81
AVD,2012.1,22.51,1.8,2.94,18.43,0.82
AVD,2011.4,16.08,1.18,1.87,10.73,0.83
AVD,2011.3,15.18,1.06,1.63,14.55,0.92
AVD,2011.2,18.36,1.25,1.91,15.93,0.87
AVD,2011.1,16.14,0.93,1.32,7.55,0.82
AVD,2010.4,20.18,0.98,1.33,8.86,0.68
AVD,2010.3,0,0.75,0.99,5.35,0.75
AVD,2010.2,0,0.97,1.3,4.42,0.64
AVD,2010.1,0,1.01,1.35,4.69,0.74
AVD,2009.4,0,1.04,1.39,7.67,0.67
AVD,2009.3,19.55,0.94,1.33,0,0.85
AVD,2009.2,19.67,1.26,1.83,0,0.88
AVD,2009.1,17.33,1.38,2.1,0,1.05
AVD,2008.4,15.01,1.27,2.05,0,0.84
AVD,2008.3,19.61,1.65,2.55,0,0.99
AVD,2008.2,16.42,1.41,2.09,0,0.97
AVD,2008.1,23.21,1.97,2.92,19.04,1.08
AVD,2007.4,23.43,2.04,3.06,8.93,0.78
AVD,2007.3,29.82,2.45,3.63,22.8,0.89
AVD,2007.2,23.37,1.84,2.77,13.22,0.88
AVD,2007.1,28.39,2.28,3.4,0,1.2
AVD,2006.4,25.89,2.07,3.19,0,1.17
AVD,2006.3,NA,NA,2.95,NA,0.78
AVD,2006.2,NA,NA,3.38,NA,0.83
AVD,2006.1,NA,NA,5.16,NA,1
AVD,2005.4,NA,NA,NA,NA,1.22
AVD,2005.3,NA,NA,NA,NA,0.94
AVD,2005.2,NA,NA,NA,NA,1.08
AVD,2005.1,NA,NA,NA,NA,1.18
BIOX,2021.2,0,2.38,Inf,0,NA
BIOX,2020.4,0,1.4,0,0,3.44
BIOX,2020.3,59.56,1.09,3.39,0,4.06
BIOX,2020.2,75.75,1.27,0,22.46,3.9
BIOX,2020.1,0,0.96,3.01,4.1,3.85
BIOX,2019.4,NA,NA,0,NA,3.28
BIOX,2019.3,NA,NA,0,NA,4.61
BIOX,2019.2,NA,NA,3.08,NA,2.91
BIOX,2019.1,NA,NA,NA,NA,0
BIOX,2018.4,NA,NA,NA,NA,0
BIOX,2018.4,NA,NA,NA,NA,0
BIOX,2018.3,NA,NA,NA,NA,0
BIOX,2018.2,NA,NA,NA,NA,0
BIOX,2018.2,NA,NA,NA,NA,0
BIOX,2018.1,NA,NA,NA,NA,0
BIOX,2018.1,NA,NA,NA,NA,18.14
BIOX,2017.4,NA,NA,NA,NA,18.12
CF,2021.2,31.23,2.39,1.79,10.67,NA
CF,2020.4,26.16,2,NA,NA,1.15
CF,2020.3,22.89,1.61,1.18,7.02,1.18
CF,2020.2,15.77,1.41,1.05,5.11,1.14
CF,2020.1,12.31,1.27,1.04,4.95,1.3
CF,2019.4,20.57,2.21,1.75,8.64,1.16
CF,2019.3,21.45,2.25,1.79,9.44,1.27
CF,2019.2,21.97,2.17,1.67,8.19,1.21
CF,2019.1,28.15,2,1.52,8.05,1.28
CF,2018.4,32.87,2.16,1.58,8.65,1.21
CF,2018.3,16.83,2.7,1.91,11.51,1.14
CF,2018.2,16.36,2.28,1.52,15.24,1.05
CF,2018.1,18.33,2,1.21,7.18,1.03
CF,2017.4,25.5,2.19,1.35,7.7,1.01
CF,2017.3,0,1.9,1.19,9.7,1.38
CF,2017.2,0,1.57,0.91,16.16,1.34
CF,2017.1,0,1.63,0.95,0,1.38
CF,2016.4,0,1.75,0.99,0,1.33
CF,2016.3,72.87,1.26,0.71,0,1.24
CF,2016.2,25.48,1.16,0.67,0,1.2
CF,2016.1,12.65,1.43,0.86,0,1.17
CF,2015.4,11.61,1.88,1.82,0,1.89
CF,2015.3,9.84,2.05,1.95,0,1.88
CF,2015.2,13.54,2.97,2.77,0,1.46
CF,2015.1,12.77,2.58,2.52,0,1.6
CF,2014.4,8.46,2.44,2.37,0,1.46
CF,2014.3,8.34,2.53,2.34,0,1.4
CF,2014.2,6.78,2.15,2,33.99,1.33
CF,2014.1,6.79,2.32,2.09,22.94,1.35
CF,2013.4,7.62,2.05,1.93,16.94,0.96
CF,2013.3,6.42,1.83,1.77,10.5,0.98
CF,2013.2,4.8,1.45,1.49,7.61,0.92
CF,2013.1,5.14,1.65,1.5,5.21,0.69
CF,2012.4,5.66,1.72,1.62,5.6,0.62
CF,2012.3,6.34,1.85,1.86,6.42,0.7
CF,2012.2,5.86,1.63,1.75,5.34,0.66
CF,2012.1,6.1,1.56,1.77,5.56,0.79
CF,2011.4,5.19,1.33,1.52,4.25,0.82
CF,2011.3,5.35,1.21,1.47,2.82,0.95
CF,2011.2,7.89,1.53,1.5,4.09,0.77
CF,2011.1,12.07,1.6,1.6,4.64,0.92
CF,2010.4,21.64,1.73,1.7,7.28,0.98
CF,2010.3,23.7,1.42,1.24,9.91,1
CF,2010.2,15.19,1.02,0.84,44.72,1.05
CF,2010.1,11.77,1.44,1.99,13.68,0.51
CF,2009.4,9.55,1.34,1.97,7.66,0.43
CF,2009.3,6.74,1.09,1.86,8.18,0.34
CF,2009.2,5.77,0.82,1.66,6.66,0.35
CF,2009.1,5.17,0.78,1.88,6.18,0.76
CF,2008.4,3.13,0.56,1.37,4.25,0.77
CF,2008.3,6.45,1.1,2.38,6.08,0.78
CF,2008.2,10.13,2.08,4.09,8.79,0.69
CF,2008.1,9.64,1.55,3.37,6.73,0.88
CF,2007.4,12.96,1.75,4.04,8.21,0.7
CF,2007.3,13.56,1.35,3.19,7.39,0.78
CF,2007.2,15.75,1.14,2.76,7.08,0.7
CF,2007.1,14.46,0.78,1.99,5.4,0.93
CF,2006.4,33.57,0.54,1.42,7.56,0.68
CF,2006.3,NA,NA,0.93,NA,0.65
CF,2006.2,NA,NA,0.78,NA,0.53
CF,2006.1,NA,NA,0.99,NA,0.78
CF,2005.4,NA,NA,NA,NA,0.63
CF,2005.3,NA,NA,NA,NA,0.66
CF,2005.2,NA,NA,NA,NA,0
CF,2005.1,NA,NA,NA,NA,0
CGA,2021.2,0,0.14,0.16,0,NA
CGA,2020.4,0,0.09,0.11,0,0.38
