mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,4.820000000000164,188,266,62,96,100,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5711886098224284,0.7855943049112142,0.364703163269311,0.8548387096774194,0.4895833333333333,0.5196078431372549,0.6329113924050633,0.587130135309246,0.11290322580645161,0.9895833333333334,0.875,0.6455696202531646
2,8.079999999999927,188,266,62,96,300,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6228403455447129,0.8114201727723565,0.346151586877938,0.8870967741935484,0.46875,0.5188679245283019,0.6329113924050633,0.6095012784041516,0.14516129032258066,0.9895833333333334,0.9,0.6582278481012658
3,3.6400000000003274,188,266,62,96,100,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9540073588225886,0.9770036794112943,0.402105361746473,0.8225806451612904,0.6770833333333334,0.6219512195121951,0.7341772151898734,0.6945077753798709,0.16129032258064516,0.9895833333333334,0.9090909090909091,0.6645569620253164
4,8.1899999999996,188,266,62,96,300,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9793233082706767,0.9896616541353384,0.434161225153661,0.8064516129032258,0.75,0.6756756756756757,0.7721518987341772,0.7419958953654114,0.1774193548387097,0.9895833333333334,0.9166666666666666,0.6708860759493671
5,5.7800000000002,188,266,62,96,100,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.600006565203191,0.7096774193548387,0.9479166666666666,0.8979591836734694,0.8544303797468354,0.776698841908591,0.5483870967741935,0.9895833333333334,0.9714285714285714,0.8164556962025317
6,14.13000000000011,188,266,62,96,300,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.638344781911511,0.7096774193548387,0.9583333333333334,0.9166666666666666,0.8607594936708861,0.840880451301364,0.5161290322580645,0.9895833333333334,0.9696969696969697,0.8037974683544303
7,8.279999999999745,188,266,62,96,100,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.350866227879252,0.8870967741935484,0.8020833333333334,0.7432432432432432,0.8354430379746836,0.7442885173952554,0.5806451612903226,0.9895833333333334,0.972972972972973,0.8291139240506329
8,19.670000000000073,188,266,62,96,300,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.314138208699504,0.8870967741935484,0.78125,0.7236842105263158,0.8227848101265823,0.8295179403594156,0.5483870967741935,0.9895833333333334,0.9714285714285714,0.8164556962025317
9,3.5,188,266,62,96,100,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.4372300431930891,0.7186150215965446,0.375724047036424,0.8709677419354839,0.4270833333333333,0.4954128440366973,0.6012658227848101,0.49582418946894874,0.08064516129032258,0.9895833333333334,0.8333333333333334,0.6329113924050633
10,8.11999999999989,188,266,62,96,300,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.4555871060630299,0.7277935530315149,0.361833568275125,0.8709677419354839,0.4375,0.5,0.6075949367088608,0.5269280056126024,0.08064516129032258,0.9895833333333334,0.8333333333333334,0.6329113924050633
11,3.7599999999997635,188,266,62,96,100,3,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8380659094544873,0.9190329547272437,0.41680706050281,0.8709677419354839,0.6458333333333334,0.6136363636363636,0.7341772151898734,0.519767863822497,0.20967741935483872,0.9895833333333334,0.9285714285714286,0.6835443037974683
12,9.5,188,266,62,96,300,3,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8694208926571747,0.9347104463285874,0.406337460628797,0.9032258064516129,0.6354166666666666,0.6153846153846154,0.740506329113924,0.5502474418942112,0.22580645161290322,0.9895833333333334,0.9333333333333333,0.689873417721519
