mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.28405581539451685,10,0.03618696225919084,Model01
3,1,rmse,standard,0.4106922900300359,10,0.06298890050642392,Model01
3,1,rsq,standard,0.6890277299439773,10,0.08343733536262216,Model01
5,1,mae,standard,0.27094837329486443,10,0.035811810587812964,Model02
5,1,rmse,standard,0.4002091417834667,10,0.06574677162271778,Model02
5,1,rsq,standard,0.6969872056188282,10,0.08473188151432498,Model02
7,1,mae,standard,0.28147589960448416,10,0.03782421845701161,Model03
7,1,rmse,standard,0.41233777976745817,10,0.06876388376574767,Model03
7,1,rsq,standard,0.6734601911800492,10,0.08567658753580033,Model03
10,1,mae,standard,0.2824172225672783,10,0.035962083070276256,Model04
10,1,rmse,standard,0.41250517518624535,10,0.06778145513773332,Model04
10,1,rsq,standard,0.6716205333000517,10,0.08406618716999768,Model04
3,3,mae,standard,0.2846411667325654,10,0.03902692979295786,Model05
3,3,rmse,standard,0.41749496668570385,10,0.06725682577666048,Model05
3,3,rsq,standard,0.6774069767635976,10,0.0857268269775577,Model05
5,3,mae,standard,0.2831113474180768,10,0.036626011127601985,Model06
5,3,rmse,standard,0.41125678890336886,10,0.06737471060557998,Model06
5,3,rsq,standard,0.6743746281643088,10,0.08381257413387418,Model06
7,3,mae,standard,0.2793249103817684,10,0.03690777609934739,Model07
7,3,rmse,standard,0.4076542999582586,10,0.06650048447370664,Model07
7,3,rsq,standard,0.6788001542711782,10,0.08380295635840218,Model07
10,3,mae,standard,0.2919095356992683,10,0.03572761930483147,Model08
10,3,rmse,standard,0.42722545643810367,10,0.06881989850680661,Model08
10,3,rsq,standard,0.6467266570368161,10,0.0894903345885132,Model08
3,5,mae,standard,0.2865511849243062,10,0.039119531602413826,Model09
3,5,rmse,standard,0.4142596467248886,10,0.06679014826414519,Model09
3,5,rsq,standard,0.6845994596418534,10,0.08498757556627419,Model09
5,5,mae,standard,0.2870460759044111,10,0.03830105724818094,Model10
5,5,rmse,standard,0.417530269136112,10,0.06886572970190415,Model10
5,5,rsq,standard,0.6691887588180073,10,0.08546530270767654,Model10
7,5,mae,standard,0.2852133813410299,10,0.037913872708703174,Model11
7,5,rmse,standard,0.41516546790689274,10,0.069331543305359275,Model11
7,5,rsq,standard,0.6678410375522064,10,0.08485631426645275,Model11
10,5,mae,standard,0.2922773921687549,10,0.03336563023945208,Model12
10,5,rmse,standard,0.42467128543997706,10,0.06422461222960732,Model12
10,5,rsq,standard,0.6512325389288867,10,0.08464177537045865,Model12
3,7,mae,standard,0.29225168479013514,10,0.038147737861565924,Model13
3,7,rmse,standard,0.41926044605586416,10,0.06625217660691672,Model13
3,7,rsq,standard,0.6712888585642246,10,0.08563061160468718,Model13
5,7,mae,standard,0.28760709278083374,10,0.040839710488661606,Model14
5,7,rmse,standard,0.4179451554450854,10,0.07348669275180429,Model14
5,7,rsq,standard,0.6760033228875696,10,0.08860344826482512,Model14
7,7,mae,standard,0.2879312964738015,10,0.03753906481428105,Model15
7,7,rmse,standard,0.4161657506699332,10,0.06785872353092492,Model15
7,7,rsq,standard,0.6650266710755776,10,0.08637624339597498,Model15
10,7,mae,standard,0.29079410188989185,10,0.03786566325870049,Model16
10,7,rmse,standard,0.42132287839945176,10,0.06964743901567275,Model16
10,7,rsq,standard,0.6576735894954382,10,0.08803733034014904,Model16
