ticker,quarter,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio
ACA,2021.2,29.74,1.62,1.65,16.78,NA
ACA,2020.4,25.18,1.37,1.4,14.21,0.4
ACA,2020.3,18.26,1.11,1.13,7.16,0.4
ACA,2020.2,17.24,1.08,1.1,7.79,0.39
ACA,2020.1,16.42,1.05,1.05,9.56,0.44
ACA,2019.4,19.1,1.23,1.2,7.6,0.29
ACA,2019.3,13.92,0.99,0.93,6.68,0.26
ACA,2019.2,NA,NA,1.04,NA,0.25
ACA,2019.1,NA,NA,0.87,NA,0.26
ACA,2018.4,NA,NA,0.79,NA,0.29
ACA,2018.3,NA,NA,NA,NA,0.15
ACA,2018.2,NA,NA,NA,NA,0
ACA,2018.1,NA,NA,NA,NA,0
ACA,2017.4,NA,NA,NA,NA,0
ACA,2017.3,NA,NA,NA,NA,0
ACA,2016.4,NA,NA,NA,NA,0.14
ACA,2015.4,NA,NA,NA,NA,0
