mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.24465903036573866,10,0.019911287275467822,Model01
3,1,rmse,standard,0.3397559211814053,10,0.028248045777888302,Model01
3,1,rsq,standard,0.7892596666752552,10,0.030440368056111,Model01
5,1,mae,standard,0.23845927938220843,10,0.022440127526382886,Model02
5,1,rmse,standard,0.3306443625942567,10,0.03174532346905485,Model02
5,1,rsq,standard,0.7939480411068196,10,0.0357687843700065,Model02
7,1,mae,standard,0.2450674103964035,10,0.02175954108195363,Model03
7,1,rmse,standard,0.35134585115446926,10,0.031703118158210704,Model03
7,1,rsq,standard,0.7689768782958877,10,0.03828950666616676,Model03
10,1,mae,standard,0.24824533344397154,10,0.024543718103406,Model04
10,1,rmse,standard,0.3537207822886945,10,0.03602097430409502,Model04
10,1,rsq,standard,0.7620243807864642,10,0.04115048242929205,Model04
3,3,mae,standard,0.24908306245999717,10,0.021858986976823883,Model05
3,3,rmse,standard,0.34409124641076744,10,0.031122226961520644,Model05
3,3,rsq,standard,0.7816167080915669,10,0.035822455039214635,Model05
5,3,mae,standard,0.2453359564679148,10,0.021306776303690017,Model06
5,3,rmse,standard,0.3483881258085848,10,0.0308196471711135,Model06
5,3,rsq,standard,0.7686449765652452,10,0.03568077254583024,Model06
7,3,mae,standard,0.24536362593467262,10,0.02348565724709164,Model07
7,3,rmse,standard,0.3480950000165571,10,0.033019648832889124,Model07
7,3,rsq,standard,0.7718581856019696,10,0.037440783379102054,Model07
10,3,mae,standard,0.243559631825925,10,0.022096652801830294,Model08
10,3,rmse,standard,0.35189568770910357,10,0.03309594594678909,Model08
10,3,rsq,standard,0.7661409317068834,10,0.0378897715728618,Model08
3,5,mae,standard,0.2507041037496092,10,0.02006356520912699,Model09
3,5,rmse,standard,0.3430091654264896,10,0.028268190106110844,Model09
3,5,rsq,standard,0.7858968973225997,10,0.031301465489831135,Model09
5,5,mae,standard,0.24801408225687177,10,0.022852335187162256,Model10
5,5,rmse,standard,0.35313974615723026,10,0.0317915290226888,Model10
5,5,rsq,standard,0.7667902554034994,10,0.034000019335563826,Model10
7,5,mae,standard,0.24814799211268965,10,0.022720156893966236,Model11
7,5,rmse,standard,0.3514441696051562,10,0.03274736021805147,Model11
7,5,rsq,standard,0.7651988832600677,10,0.03785551351371726,Model11
10,5,mae,standard,0.2495341644723898,10,0.023516938544862385,Model12
10,5,rmse,standard,0.3612906203917124,10,0.03479489904856722,Model12
10,5,rsq,standard,0.7559193152240402,10,0.04021069946979625,Model12
3,7,mae,standard,0.2583634275112819,10,0.019985520511012128,Model13
3,7,rmse,standard,0.3565656067524518,10,0.026990955358647394,Model13
3,7,rsq,standard,0.7735307953365798,10,0.03136640194545167,Model13
5,7,mae,standard,0.2518677330467482,10,0.022574647118731816,Model14
5,7,rmse,standard,0.35515158494005883,10,0.030687274543854396,Model14
5,7,rsq,standard,0.763407479660726,10,0.036702882895160924,Model14
7,7,mae,standard,0.25042037813582696,10,0.023333758950308578,Model15
7,7,rmse,standard,0.35742421386434037,10,0.03280172764014998,Model15
7,7,rsq,standard,0.7545389406520231,10,0.03937237525866493,Model15
10,7,mae,standard,0.25341733319557347,10,0.02591811271501162,Model16
10,7,rmse,standard,0.3654266612680935,10,0.03919371328290069,Model16
10,7,rsq,standard,0.7427890013825715,10,0.046782394383502894,Model16
