mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.14063992662988384,10,0.005260442990089613,Model01
3,1,rmse,standard,0.1824172480703399,10,0.008334519323530836,Model01
3,1,rsq,standard,0.7698110488116345,10,0.019766627878838875,Model01
5,1,mae,standard,0.13630024461995557,10,0.006084702054299179,Model02
5,1,rmse,standard,0.18138498721145088,10,0.010247208193949685,Model02
5,1,rsq,standard,0.7575830083180093,10,0.025787351904819112,Model02
7,1,mae,standard,0.1354571118020294,10,0.005986925370581386,Model03
7,1,rmse,standard,0.1816358270291406,10,0.011526293798093694,Model03
7,1,rsq,standard,0.7514020301378224,10,0.029373959072028145,Model03
10,1,mae,standard,0.13923516355625096,10,0.006450481088857,Model04
10,1,rmse,standard,0.19126152994894502,10,0.012729432492590781,Model04
10,1,rsq,standard,0.7168558304423164,10,0.0318591377162768,Model04
3,3,mae,standard,0.14295009838081094,10,0.0052682431940610135,Model05
3,3,rmse,standard,0.18471099933457732,10,0.007317481225184522,Model05
3,3,rsq,standard,0.7621453204977916,10,0.019591466980677548,Model05
5,3,mae,standard,0.137478604919892,10,0.006146228919969907,Model06
5,3,rmse,standard,0.18225065856322803,10,0.010458298708559119,Model06
5,3,rsq,standard,0.756193038101473,10,0.026263166317171648,Model06
7,3,mae,standard,0.13630028947849082,10,0.005491957588058133,Model07
7,3,rmse,standard,0.1830990898540931,10,0.01060218758637851,Model07
7,3,rsq,standard,0.7458514275479395,10,0.026740859320660497,Model07
10,3,mae,standard,0.13813328601634267,10,0.006709406026949021,Model08
10,3,rmse,standard,0.19026662747919404,10,0.013294433421380328,Model08
10,3,rsq,standard,0.7210643984490551,10,0.03336748041030033,Model08
3,5,mae,standard,0.1418425778756626,10,0.005503548744813748,Model09
3,5,rmse,standard,0.18368002146224127,10,0.0076624979293199325,Model09
3,5,rsq,standard,0.7668417102228238,10,0.01816991911761855,Model09
5,5,mae,standard,0.13845173588603113,10,0.006047016393835311,Model10
5,5,rmse,standard,0.18298893912778808,10,0.010243494781068967,Model10
5,5,rsq,standard,0.7547920815712846,10,0.023429539331354027,Model10
7,5,mae,standard,0.13824648494649783,10,0.005737596413016721,Model11
7,5,rmse,standard,0.18668434010726742,10,0.0109906107145914,Model11
7,5,rsq,standard,0.7361528807894046,10,0.02814591431645442,Model11
10,5,mae,standard,0.14014921852095644,10,0.006041039693552731,Model12
10,5,rmse,standard,0.19192247916327138,10,0.012387252757883457,Model12
10,5,rsq,standard,0.7172671272152419,10,0.032456153834897014,Model12
3,7,mae,standard,0.14406942284812788,10,0.005636215128355011,Model13
3,7,rmse,standard,0.18580069405299593,10,0.00796057131536983,Model13
3,7,rsq,standard,0.7623438989341249,10,0.02259818319930299,Model13
5,7,mae,standard,0.14015285694086158,10,0.00547464293251229,Model14
5,7,rmse,standard,0.18502148842049398,10,0.009210518851133742,Model14
5,7,rsq,standard,0.7459819572789074,10,0.024236050084266547,Model14
7,7,mae,standard,0.1401582926280002,10,0.006541024386140705,Model15
7,7,rmse,standard,0.1876385730158045,10,0.011790493276205424,Model15
7,7,rsq,standard,0.7366612900928073,10,0.02981976829231836,Model15
10,7,mae,standard,0.1398284748886524,10,0.005891242564884072,Model16
10,7,rmse,standard,0.19222163148818738,10,0.012362647793293756,Model16
10,7,rsq,standard,0.7180998129812818,10,0.03155225568066281,Model16
