ticker,quarter,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio
DEO,2021.3,Inf,Inf,Inf,Inf,NA
DEO,2021.2,0,0,0,0,2.79
DEO,2020.4,0,0,NA,NA,2.92
DEO,2020.2,0,0,0,0,2.95
DEO,2019.4,0,0,0,0,2.44
DEO,2019.2,0,0,0,0,2.08
DEO,2018.4,0,0,0,0,1.88
DEO,2018.2,0,0,0,0,1.54
DEO,2017.4,0,0,0,0,1.58
DEO,2017.2,0,0,0,0,1.4
DEO,2016.4,0,0,0,0,1.69
DEO,2016.2,0,0,0,0,1.8
DEO,2015.4,0,0,0,0,1.77
DEO,2015.2,0,0,0,0,1.79
DEO,2014.4,0,0,0,0,2.21
DEO,2014.2,0,0,0,0,2.03
DEO,2013.4,0,0,0,0,2.02
DEO,2013.2,0,0,0,0,2.09
DEO,2012.4,0,0,0,0,2.13
DEO,2012.2,0,0,0,0,2.28
DEO,2011.4,0,0,0,0,2.68
DEO,2011.2,0,0,0,0,2.3
DEO,2010.4,0,0,0,0,2.54
DEO,2010.2,0,0,0,0,3.07
DEO,2009.4,0,0,0,0,3.28
DEO,2009.2,0,0,0,0,4.62
DEO,2008.4,0,0,0,0,4.89
DEO,2008.2,0,0,0,0,3.58
DEO,2007.4,0,0,0,0,2.95
DEO,2007.2,NA,NA,0,NA,2.51
DEO,2006.4,NA,NA,0,NA,2.51
DEO,2006.2,NA,NA,0,NA,2.09
DEO,2005.4,NA,NA,NA,NA,2.2
DEO,2005.2,NA,NA,NA,NA,2.65
EAST,2021.3,0,2.28,4.05,0,NA
EAST,2021.2,0,2.27,4.03,0,2.13
EAST,2021.1,0,1.39,2.59,0,2.38
EAST,2020.4,0,0.93,-12,0,-29.64
EAST,2020.3,0,1,12.65,0,35.1
EAST,2020.2,0,1.26,5.94,0,12.81
EAST,2020.1,0,0.97,2.65,0,7.01
EAST,2019.4,0,2.33,3.89,0,3.89
EAST,2019.3,0,3.15,3.37,0,1.74
EAST,2019.2,0,3.39,2.66,0,0.69
EAST,2019.1,0,4.8,2.95,0,0.62
EAST,2018.4,0,5.67,2.89,0,0.41
EAST,2018.3,0,8.3,4.69,0,0.47
EAST,2018.2,0,9.45,9.13,0,1.78
EAST,2018.1,NA,NA,7.3,NA,1
EAST,2017.4,NA,NA,3.83,NA,0.75
EAST,2017.3,NA,NA,2.99,NA,0.32
EAST,2017.2,NA,NA,NA,NA,1.19
EAST,2017.1,NA,NA,NA,NA,0.55
EAST,2016.4,NA,NA,NA,NA,1.25
EAST,2016.3,NA,NA,NA,NA,-3.74
EAST,2016.2,NA,NA,NA,NA,6.99
EAST,2016.1,NA,NA,NA,NA,0
EAST,2015.4,NA,NA,NA,NA,-2.22
EAST,2015.3,NA,NA,NA,NA,0
EAST,2015.2,NA,NA,NA,NA,0
EAST,2015.1,NA,NA,NA,NA,0
EAST,2014.4,NA,NA,NA,NA,0.29
NAPA,2021.3,Inf,Inf,3.24,Inf,NA
NAPA,2021.2,NA,NA,2.7,NA,0.51
NAPA,2020.3,NA,NA,NA,NA,0.77
NAPA,2020.2,NA,NA,NA,NA,0
NAPA,2019.3,NA,NA,NA,NA,0.87
STZ,2021.3,34.25,5.34,3.33,23.81,NA
STZ,2021.2,37.44,5.84,3.64,26.03,1.08
STZ,2021.1,20.9,5.24,2.95,23.71,0.95
STZ,2020.4,19.85,4.9,2.89,18.1,1.02
STZ,2020.3,32.66,4.59,2.92,19.28,1.21
STZ,2020.2,942.01,4.09,2.85,16.65,1.3
STZ,2020.1,0,3.98,2.6,17.62,1.19
