mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.3668246792334465,10,0.015648457822878957,Model01
3,1,rmse,standard,0.5117211295696622,10,0.030253706150032384,Model01
3,1,rsq,standard,0.6745647756095522,10,0.027264482120884823,Model01
5,1,mae,standard,0.35955165395043576,10,0.01560882013583603,Model02
5,1,rmse,standard,0.5061174692481327,10,0.029324064584159152,Model02
5,1,rsq,standard,0.6746974369684716,10,0.02594299009637578,Model02
7,1,mae,standard,0.3543145089495625,10,0.015447224247568149,Model03
7,1,rmse,standard,0.5054384435294544,10,0.02960802629120068,Model03
7,1,rsq,standard,0.6666517312740825,10,0.027761610199366096,Model03
10,1,mae,standard,0.3581251637190266,10,0.016635074840722536,Model04
10,1,rmse,standard,0.5116870923588309,10,0.031329004166813244,Model04
10,1,rsq,standard,0.657817955197312,10,0.030686783118304625,Model04
3,3,mae,standard,0.36893466175699213,10,0.015000911845661848,Model05
3,3,rmse,standard,0.5137921917241477,10,0.028810865252249098,Model05
3,3,rsq,standard,0.6707570734701104,10,0.025254505618382134,Model05
5,3,mae,standard,0.3610127929087153,10,0.01496750866353922,Model06
5,3,rmse,standard,0.5119126768716209,10,0.031275923628222145,Model06
5,3,rsq,standard,0.6623744779343222,10,0.02887725417726448,Model06
7,3,mae,standard,0.35916063029100365,10,0.01553718848428524,Model07
7,3,rmse,standard,0.5113472345427509,10,0.029792748260286432,Model07
7,3,rsq,standard,0.6599968993770009,10,0.028423894015432247,Model07
10,3,mae,standard,0.3617576409182338,10,0.015427835576944752,Model08
10,3,rmse,standard,0.5177117672448501,10,0.029044252146877163,Model08
10,3,rsq,standard,0.6499858410617807,10,0.027425548631768663,Model08
3,5,mae,standard,0.3748289296392368,10,0.013633446809017903,Model09
3,5,rmse,standard,0.5210573557468817,10,0.027239818422533955,Model09
3,5,rsq,standard,0.6646596882316481,10,0.024497141714402267,Model09
5,5,mae,standard,0.36264587479460847,10,0.013786941753012755,Model10
5,5,rmse,standard,0.5125977801186488,10,0.02837235999815091,Model10
5,5,rsq,standard,0.6657496495930364,10,0.025327410136566773,Model10
7,5,mae,standard,0.3589965841998436,10,0.014078406398818936,Model11
7,5,rmse,standard,0.5079835103321745,10,0.027859518820386772,Model11
7,5,rsq,standard,0.6670435544220866,10,0.025706121548012176,Model11
10,5,mae,standard,0.36308620448745443,10,0.014784809177045721,Model12
10,5,rmse,standard,0.5162532062845402,10,0.029692574256157605,Model12
10,5,rsq,standard,0.6516556561886782,10,0.02962952650430164,Model12
3,7,mae,standard,0.3809562283745636,10,0.01485924488092389,Model13
3,7,rmse,standard,0.5276975000011086,10,0.028241561605352836,Model13
3,7,rsq,standard,0.6544502166286065,10,0.02379730885908835,Model13
5,7,mae,standard,0.3695868407056907,10,0.01419718227484905,Model14
5,7,rmse,standard,0.5209597405645504,10,0.030041677534474256,Model14
5,7,rsq,standard,0.6513483990960518,10,0.0281703942322292,Model14
7,7,mae,standard,0.36614402416342856,10,0.014903576051730136,Model15
7,7,rmse,standard,0.5186688602077754,10,0.030661555153093885,Model15
7,7,rsq,standard,0.6502141629971641,10,0.02887334396742465,Model15
10,7,mae,standard,0.3669200842096107,10,0.015460277391397425,Model16
10,7,rmse,standard,0.5225959447241331,10,0.029965494299094307,Model16
10,7,rsq,standard,0.6426856152062458,10,0.02957258025663451,Model16
