mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.21698177958065734,10,0.008967915792699418,Model01
3,1,rmse,standard,0.29892363698155966,10,0.01377934727936287,Model01
3,1,rsq,standard,0.7276213230926313,10,0.024234251979302995,Model01
5,1,mae,standard,0.21158654441717478,10,0.00711300951675381,Model02
5,1,rmse,standard,0.29217465951832994,10,0.01234837452872825,Model02
5,1,rsq,standard,0.7267925726633107,10,0.026322618243079767,Model02
7,1,mae,standard,0.20703209763118638,10,0.00777813264298178,Model03
7,1,rmse,standard,0.2886884225063565,10,0.014496344989991446,Model03
7,1,rsq,standard,0.7286112646768275,10,0.022219778985256896,Model03
10,1,mae,standard,0.20592005431415766,10,0.007646505262565444,Model04
10,1,rmse,standard,0.2851245572436534,10,0.012058605969941868,Model04
10,1,rsq,standard,0.7300086923707906,10,0.02605438632988056,Model04
3,3,mae,standard,0.21920479959987488,10,0.008266432773466354,Model05
3,3,rmse,standard,0.30164993902279136,10,0.012645095133447292,Model05
3,3,rsq,standard,0.7197314619188622,10,0.026322403857941632,Model05
5,3,mae,standard,0.21160686769833903,10,0.007800835206222535,Model06
5,3,rmse,standard,0.29270336104834493,10,0.01331961486687722,Model06
5,3,rsq,standard,0.7288175469562794,10,0.0267104551613453,Model06
7,3,mae,standard,0.20781992672528676,10,0.0077922849211441375,Model07
7,3,rmse,standard,0.28691163729714253,10,0.013221006087339263,Model07
7,3,rsq,standard,0.7348741991960404,10,0.023868674934358045,Model07
10,3,mae,standard,0.2099836663826403,10,0.008197174655820804,Model08
10,3,rmse,standard,0.2909969855276223,10,0.013862440812347717,Model08
10,3,rsq,standard,0.7201330311273009,10,0.024484029205447042,Model08
3,5,mae,standard,0.22035138854561326,10,0.008341852306064988,Model09
3,5,rmse,standard,0.3047415741848379,10,0.013428955938915653,Model09
3,5,rsq,standard,0.7186071276439858,10,0.023404093493816603,Model09
5,5,mae,standard,0.21403688798278298,10,0.00780747016078395,Model10
5,5,rmse,standard,0.2941941381147589,10,0.013608995601157988,Model10
5,5,rsq,standard,0.7310636554728148,10,0.02309146629526868,Model10
7,5,mae,standard,0.20969687621126695,10,0.007447568232863497,Model11
7,5,rmse,standard,0.2902024372946149,10,0.012776617006262113,Model11
7,5,rsq,standard,0.7283855930710206,10,0.025345289336522487,Model11
10,5,mae,standard,0.20899631805225316,10,0.007787675899141785,Model12
10,5,rmse,standard,0.2900437851512348,10,0.014105805284090587,Model12
10,5,rsq,standard,0.7212719464396636,10,0.02411132423803717,Model12
3,7,mae,standard,0.22382002857157146,10,0.00828688977790332,Model13
3,7,rmse,standard,0.30778187145868513,10,0.013105920927942714,Model13
3,7,rsq,standard,0.7151092636951132,10,0.02465995912392959,Model13
5,7,mae,standard,0.21687546771289173,10,0.008276915249177251,Model14
5,7,rmse,standard,0.2986383738343115,10,0.014265267513838213,Model14
5,7,rsq,standard,0.7187465922761588,10,0.022959217084496053,Model14
7,7,mae,standard,0.21309047106308962,10,0.007185565202514508,Model15
7,7,rmse,standard,0.29357204906480394,10,0.012851562995873683,Model15
7,7,rsq,standard,0.7205300690551674,10,0.02661834738632771,Model15
10,7,mae,standard,0.2118171548148388,10,0.006949815873482731,Model16
10,7,rmse,standard,0.29193785895254093,10,0.011977469516486103,Model16
10,7,rsq,standard,0.718178016340671,10,0.02595121252246128,Model16
