mtry,tree_depth,learn_rate,.metric,.estimator,mean,n,std_err,.config
3,1,0.1,mae,standard,0.29499169691360205,10,0.004676169928263533,Preprocessor1_Model01
3,1,0.1,rmse,standard,0.40613887445299257,10,0.00954658908213075,Preprocessor1_Model01
3,1,0.1,rsq,standard,0.4079821999852565,10,0.033522970598402126,Preprocessor1_Model01
5,1,0.1,mae,standard,0.29509499183305116,10,0.004893878312683804,Preprocessor1_Model02
5,1,0.1,rmse,standard,0.40693703566449174,10,0.009807452872446526,Preprocessor1_Model02
5,1,0.1,rsq,standard,0.4060283305469344,10,0.03474628103228545,Preprocessor1_Model02
7,1,0.1,mae,standard,0.2948154424500714,10,0.0048988131862374475,Preprocessor1_Model03
7,1,0.1,rmse,standard,0.40644238991700865,10,0.009716575226502109,Preprocessor1_Model03
7,1,0.1,rsq,standard,0.407344106151418,10,0.034168183348093364,Preprocessor1_Model03
10,1,0.1,mae,standard,0.2942525795331634,10,0.004952237004400561,Preprocessor1_Model04
10,1,0.1,rmse,standard,0.40595277632022975,10,0.00969547308871321,Preprocessor1_Model04
10,1,0.1,rsq,standard,0.4089623522481518,10,0.03403927658038585,Preprocessor1_Model04
3,3,0.1,mae,standard,0.21205658683529616,10,0.005942576286232471,Preprocessor1_Model05
3,3,0.1,rmse,standard,0.3038097974407966,10,0.006501805497775699,Preprocessor1_Model05
3,3,0.1,rsq,standard,0.6645284548651693,10,0.021194334243443375,Preprocessor1_Model05
5,3,0.1,mae,standard,0.2103515178925553,10,0.006513917495158799,Preprocessor1_Model06
5,3,0.1,rmse,standard,0.2955940052498051,10,0.008053949523101293,Preprocessor1_Model06
5,3,0.1,rsq,standard,0.681039807650545,10,0.023655055625847094,Preprocessor1_Model06
7,3,0.1,mae,standard,0.2095967498755042,10,0.006729164594166652,Preprocessor1_Model07
7,3,0.1,rmse,standard,0.2962130335632552,10,0.008315210686867792,Preprocessor1_Model07
7,3,0.1,rsq,standard,0.6774091113074828,10,0.02379792392270691,Preprocessor1_Model07
10,3,0.1,mae,standard,0.21064293106759435,10,0.005488990931332057,Preprocessor1_Model08
10,3,0.1,rmse,standard,0.2971354442970942,10,0.007033854973422069,Preprocessor1_Model08
10,3,0.1,rsq,standard,0.6782477688803181,10,0.020021149302029716,Preprocessor1_Model08
3,5,0.1,mae,standard,0.19606853995956186,10,0.005295404553442457,Preprocessor1_Model09
3,5,0.1,rmse,standard,0.29436450503911993,10,0.006828675444851267,Preprocessor1_Model09
3,5,0.1,rsq,standard,0.6868287703496834,10,0.016883814162742213,Preprocessor1_Model09
5,5,0.1,mae,standard,0.19379802813963445,10,0.006064492744764318,Preprocessor1_Model10
5,5,0.1,rmse,standard,0.2865797039220199,10,0.007741499950301472,Preprocessor1_Model10
5,5,0.1,rsq,standard,0.7013416554574551,10,0.01894416255474585,Preprocessor1_Model10
7,5,0.1,mae,standard,0.19243836701269676,10,0.005902021852022094,Preprocessor1_Model11
7,5,0.1,rmse,standard,0.28755114573798113,10,0.007960474863676563,Preprocessor1_Model11
7,5,0.1,rsq,standard,0.6963276745605118,10,0.020641216857055448,Preprocessor1_Model11
10,5,0.1,mae,standard,0.19082636763573207,10,0.005824932539826647,Preprocessor1_Model12
10,5,0.1,rmse,standard,0.2870056311181412,10,0.008904243473033433,Preprocessor1_Model12
10,5,0.1,rsq,standard,0.6955116803209905,10,0.02299616706394902,Preprocessor1_Model12
3,7,0.1,mae,standard,0.19229696372718796,10,0.006418322344160483,Preprocessor1_Model13
3,7,0.1,rmse,standard,0.2910249423611339,10,0.00851482806465926,Preprocessor1_Model13
3,7,0.1,rsq,standard,0.6956874912819908,10,0.02103460744949242,Preprocessor1_Model13
5,7,0.1,mae,standard,0.1899606465991643,10,0.00516660526300387,Preprocessor1_Model14
5,7,0.1,rmse,standard,0.28675832390651546,10,0.00777745981155912,Preprocessor1_Model14
5,7,0.1,rsq,standard,0.7012761374211235,10,0.020548439265648748,Preprocessor1_Model14
7,7,0.1,mae,standard,0.19090378750485815,10,0.006534185769067319,Preprocessor1_Model15
7,7,0.1,rmse,standard,0.28401082994664484,10,0.008074985355915356,Preprocessor1_Model15
7,7,0.1,rsq,standard,0.704072842109627,10,0.02290369208701231,Preprocessor1_Model15
10,7,0.1,mae,standard,0.19496323236398894,10,0.006502142964774037,Preprocessor1_Model16
10,7,0.1,rmse,standard,0.293812126289281,10,0.009019176760397844,Preprocessor1_Model16
10,7,0.1,rsq,standard,0.6795836331494872,10,0.02821121887554475,Preprocessor1_Model16
3,1,0.01,mae,standard,0.32681390940372734,10,0.010333605399427724,Preprocessor1_Model17
3,1,0.01,rmse,standard,0.44191782565294757,10,0.014790770819272736,Preprocessor1_Model17
3,1,0.01,rsq,standard,0.3278654166462771,10,0.03514721881925553,Preprocessor1_Model17
5,1,0.01,mae,standard,0.3279200013653482,10,0.01051053517417523,Preprocessor1_Model18
5,1,0.01,rmse,standard,0.4423458809461381,10,0.01485810573654842,Preprocessor1_Model18
5,1,0.01,rsq,standard,0.32716181628485297,10,0.035671956607501165,Preprocessor1_Model18
7,1,0.01,mae,standard,0.3282497409220378,10,0.010498702361757152,Preprocessor1_Model19
7,1,0.01,rmse,standard,0.4424674168903212,10,0.014848733105402566,Preprocessor1_Model19
7,1,0.01,rsq,standard,0.32696125722239744,10,0.03574887637086279,Preprocessor1_Model19
10,1,0.01,mae,standard,0.328244067621202,10,0.010493379268809257,Preprocessor1_Model20
10,1,0.01,rmse,standard,0.4425168465973615,10,0.014823483476190965,Preprocessor1_Model20
10,1,0.01,rsq,standard,0.3268576400946697,10,0.035671188479753896,Preprocessor1_Model20
3,3,0.01,mae,standard,0.26743868809803795,10,0.006681690152209691,Preprocessor1_Model21
3,3,0.01,rmse,standard,0.36807951565915975,10,0.010789617151555068,Preprocessor1_Model21
3,3,0.01,rsq,standard,0.526272876941811,10,0.03464968827628612,Preprocessor1_Model21
5,3,0.01,mae,standard,0.26425621524728343,10,0.006100345836728425,Preprocessor1_Model22
5,3,0.01,rmse,standard,0.3607051998015675,10,0.010158536849925279,Preprocessor1_Model22
5,3,0.01,rsq,standard,0.5478206521399617,10,0.03341041408134777,Preprocessor1_Model22
7,3,0.01,mae,standard,0.26231123561092234,10,0.005884191356606285,Preprocessor1_Model23
7,3,0.01,rmse,standard,0.35687314104267337,10,0.009354461697374288,Preprocessor1_Model23
7,3,0.01,rsq,standard,0.5549179193427229,10,0.0323502690597486,Preprocessor1_Model23
10,3,0.01,mae,standard,0.2595891748982385,10,0.006303244015305447,Preprocessor1_Model24
10,3,0.01,rmse,standard,0.35045762905731304,10,0.009898380275468738,Preprocessor1_Model24
10,3,0.01,rsq,standard,0.569042387861532,10,0.03355495112234103,Preprocessor1_Model24
3,5,0.01,mae,standard,0.23001468352286006,10,0.005645186091695987,Preprocessor1_Model25
3,5,0.01,rmse,standard,0.32156766480904736,10,0.008871589894884267,Preprocessor1_Model25
3,5,0.01,rsq,standard,0.6368822408849221,10,0.026890930592294485,Preprocessor1_Model25
5,5,0.01,mae,standard,0.22514316840113402,10,0.006073057179778089,Preprocessor1_Model26
5,5,0.01,rmse,standard,0.314044275874019,10,0.00859122909481123,Preprocessor1_Model26
5,5,0.01,rsq,standard,0.651446980836071,10,0.026024277980132772,Preprocessor1_Model26
7,5,0.01,mae,standard,0.2222078014813837,10,0.005596595740229212,Preprocessor1_Model27
7,5,0.01,rmse,standard,0.30972642602766337,10,0.0075795802310766125,Preprocessor1_Model27
7,5,0.01,rsq,standard,0.6572589930029741,10,0.02712928834535884,Preprocessor1_Model27
10,5,0.01,mae,standard,0.2164224257922039,10,0.006180246889508496,Preprocessor1_Model28
10,5,0.01,rmse,standard,0.30576061628862644,10,0.008990478491589618,Preprocessor1_Model28
10,5,0.01,rsq,standard,0.6627509000177875,10,0.02910051338291668,Preprocessor1_Model28
3,7,0.01,mae,standard,0.2086525706972788,10,0.005330002775333215,Preprocessor1_Model29
3,7,0.01,rmse,standard,0.301220410035455,10,0.008513484655428324,Preprocessor1_Model29
3,7,0.01,rsq,standard,0.679474877394515,10,0.02332425772106889,Preprocessor1_Model29
5,7,0.01,mae,standard,0.20542554188068132,10,0.005640270875625322,Preprocessor1_Model30
5,7,0.01,rmse,standard,0.2969550190424174,10,0.008174718509616393,Preprocessor1_Model30
5,7,0.01,rsq,standard,0.6846873045075805,10,0.022442898531653356,Preprocessor1_Model30
7,7,0.01,mae,standard,0.20272776320467722,10,0.005296278635455015,Preprocessor1_Model31
7,7,0.01,rmse,standard,0.29280430542734126,10,0.007486608979524055,Preprocessor1_Model31
7,7,0.01,rsq,standard,0.6909274038530172,10,0.02272458746910299,Preprocessor1_Model31
10,7,0.01,mae,standard,0.20341338332028078,10,0.007377538456003025,Preprocessor1_Model32
10,7,0.01,rmse,standard,0.297449956365675,10,0.010535217022287983,Preprocessor1_Model32
10,7,0.01,rsq,standard,0.6735264795728979,10,0.029236444725255988,Preprocessor1_Model32
3,1,0.001,mae,standard,0.4101365767125926,10,0.013457869850591246,Preprocessor1_Model33
3,1,0.001,rmse,standard,0.5561094115840413,10,0.019992304120367125,Preprocessor1_Model33
3,1,0.001,rsq,standard,0.22771194799855554,10,0.030312835448321706,Preprocessor1_Model33
