mtry,min_n,.metric,.estimator,mean,n,std_err,.config
3,1,mae,standard,0.21660632726018583,10,0.007749644041971256,Model01
3,1,rmse,standard,0.30851209133743235,10,0.011904194772950351,Model01
3,1,rsq,standard,0.6976578376513146,10,0.025870178323096644,Model01
5,1,mae,standard,0.21029413976962041,10,0.007967221791966078,Model02
5,1,rmse,standard,0.2989954330959627,10,0.011452472461993969,Model02
5,1,rsq,standard,0.7096439450547325,10,0.024639203894179264,Model02
7,1,mae,standard,0.21224593975235156,10,0.007840705530092772,Model03
7,1,rmse,standard,0.30199928137913545,10,0.01217717383226898,Model03
7,1,rsq,standard,0.6993489704533545,10,0.027088647215361323,Model03
10,1,mae,standard,0.21240691264351613,10,0.007871741722779095,Model04
10,1,rmse,standard,0.3030045939467934,10,0.012884913845034922,Model04
10,1,rsq,standard,0.6934116425335376,10,0.028529960882834705,Model04
3,3,mae,standard,0.21862301373892645,10,0.008147493166482443,Model05
3,3,rmse,standard,0.3102864005075992,10,0.011961216568112033,Model05
3,3,rsq,standard,0.6913858793718461,10,0.02713200993332981,Model05
5,3,mae,standard,0.21417443463505795,10,0.008193537197223027,Model06
5,3,rmse,standard,0.30426367784088043,10,0.012717979498571008,Model06
5,3,rsq,standard,0.6996967855009846,10,0.026610303986607426,Model06
7,3,mae,standard,0.21315505896241244,10,0.00786744953345714,Model07
7,3,rmse,standard,0.3016607426890829,10,0.01227987006335236,Model07
7,3,rsq,standard,0.7003618133209767,10,0.02708852211848471,Model07
10,3,mae,standard,0.21458949679575642,10,0.007284056820866519,Model08
10,3,rmse,standard,0.30587194944556456,10,0.01176846379312894,Model08
10,3,rsq,standard,0.6876653719738344,10,0.02599882749656929,Model08
3,5,mae,standard,0.22188693427627568,10,0.007328831566399837,Model09
3,5,rmse,standard,0.3140809057348944,10,0.010909211055328803,Model09
3,5,rsq,standard,0.6862499412784084,10,0.02411883348048497,Model09
5,5,mae,standard,0.21510012228490608,10,0.007778303463914049,Model10
5,5,rmse,standard,0.30474086405285306,10,0.011498906946314918,Model10
5,5,rsq,standard,0.7004864888543874,10,0.02543002625406569,Model10
7,5,mae,standard,0.21505795558689564,10,0.0080406775996172,Model11
7,5,rmse,standard,0.3037077027116905,10,0.011880053489875315,Model11
7,5,rsq,standard,0.6987631323306283,10,0.02562094032671531,Model11
10,5,mae,standard,0.21619576904848034,10,0.0077081008543391,Model12
10,5,rmse,standard,0.3052164884081936,10,0.011848566817844337,Model12
10,5,rsq,standard,0.6901675567758694,10,0.026268636592758847,Model12
3,7,mae,standard,0.22383589120915307,10,0.007956502127547638,Model13
3,7,rmse,standard,0.3140264574754351,10,0.011645517122695273,Model13
3,7,rsq,standard,0.6893588590767166,10,0.02494284609265408,Model13
5,7,mae,standard,0.2211510351760221,10,0.007338833405424773,Model14
5,7,rmse,standard,0.31375196733772454,10,0.01091592637725839,Model14
5,7,rsq,standard,0.6809050459942154,10,0.024617541547388006,Model14
7,7,mae,standard,0.21858055273131757,10,0.007533341789888519,Model15
7,7,rmse,standard,0.30859764311887,10,0.010864074248929968,Model15
7,7,rsq,standard,0.6889534155845815,10,0.02556797208105267,Model15
10,7,mae,standard,0.21864491273125164,10,0.00818390701192946,Model16
10,7,rmse,standard,0.3086542678850355,10,0.012031575897635627,Model16
10,7,rsq,standard,0.6826065255951783,10,0.02712589077858488,Model16
