mtry,tree_depth,learn_rate,.metric,.estimator,mean,n,std_err,.config
3,1,0.1,mae,standard,0.49803875324019553,10,0.008543597136816298,Model01
3,1,0.1,rmse,standard,0.6321720133118949,10,0.010672641047999112,Model01
3,1,0.1,rsq,standard,0.3377035971940819,10,0.025401057101753558,Model01
5,1,0.1,mae,standard,0.4971342778244707,10,0.008182131726288695,Model02
5,1,0.1,rmse,standard,0.6313311048747888,10,0.010676619682954384,Model02
5,1,0.1,rsq,standard,0.3389994959218192,10,0.025311144844782713,Model02
7,1,0.1,mae,standard,0.4969934134619679,10,0.00819849710852906,Model03
7,1,0.1,rmse,standard,0.6310949090361058,10,0.010755505872898138,Model03
7,1,0.1,rsq,standard,0.339652770546939,10,0.025114353716001236,Model03
10,1,0.1,mae,standard,0.4970052846198222,10,0.008186612558989862,Model04
10,1,0.1,rmse,standard,0.6312279637611928,10,0.01068273531402002,Model04
10,1,0.1,rsq,standard,0.3393690174130696,10,0.025153200694029543,Model04
3,3,0.1,mae,standard,0.4320287126311658,10,0.00995055162659321,Model05
3,3,0.1,rmse,standard,0.5672800821449705,10,0.013371390466879863,Model05
3,3,0.1,rsq,standard,0.46636117407354455,10,0.03129346275860383,Model05
5,3,0.1,mae,standard,0.4166326683349777,10,0.010189717281898039,Model06
5,3,0.1,rmse,standard,0.5472292398050815,10,0.015126906360853865,Model06
5,3,0.1,rsq,standard,0.5023387118039666,10,0.03285995927825681,Model06
7,3,0.1,mae,standard,0.410420154763054,10,0.008504313257098496,Model07
7,3,0.1,rmse,standard,0.5428832380598125,10,0.01461971438886906,Model07
7,3,0.1,rsq,standard,0.5101218469661114,10,0.03386781884255985,Model07
10,3,0.1,mae,standard,0.40398813742888434,10,0.009551725234028459,Model08
10,3,0.1,rmse,standard,0.5306696934462896,10,0.014360522977702617,Model08
10,3,0.1,rsq,standard,0.5308863315393487,10,0.029802288835059844,Model08
3,5,0.1,mae,standard,0.40862861968509195,10,0.007726607798720138,Model09
3,5,0.1,rmse,standard,0.5457590095815493,10,0.012493084416229741,Model09
3,5,0.1,rsq,standard,0.502916080228031,10,0.029705207086342125,Model09
5,5,0.1,mae,standard,0.38563853114083935,10,0.0080193473225429,Model10
5,5,0.1,rmse,standard,0.5219477899643865,10,0.011835382667778012,Model10
5,5,0.1,rsq,standard,0.5435690059622427,10,0.029062413096042673,Model10
7,5,0.1,mae,standard,0.38329937016232285,10,0.007177729670049852,Model11
7,5,0.1,rmse,standard,0.5145910707327063,10,0.01153480368622018,Model11
7,5,0.1,rsq,standard,0.558500186495325,10,0.027981808157330527,Model11
10,5,0.1,mae,standard,0.3798334027347123,10,0.00749449115185015,Model12
10,5,0.1,rmse,standard,0.5114767831244154,10,0.012103869571194492,Model12
10,5,0.1,rsq,standard,0.562614034538212,10,0.026460353557779193,Model12
3,7,0.1,mae,standard,0.39194231699342447,10,0.007334358539306597,Model13
3,7,0.1,rmse,standard,0.5292054237213306,10,0.011364912082064353,Model13
3,7,0.1,rsq,standard,0.5362725778094701,10,0.026316022029611218,Model13
5,7,0.1,mae,standard,0.38082940366193707,10,0.008028571001679032,Model14
5,7,0.1,rmse,standard,0.516321216062011,10,0.011508806665661009,Model14
5,7,0.1,rsq,standard,0.5559746107616625,10,0.024791354652007668,Model14
7,7,0.1,mae,standard,0.36361160259654357,10,0.0068889844925218045,Model15
7,7,0.1,rmse,standard,0.4953513702469756,10,0.011340065707149351,Model15
7,7,0.1,rsq,standard,0.5916924143429123,10,0.026470153964533224,Model15
10,7,0.1,mae,standard,0.37007270559288963,10,0.00823638138072923,Model16
10,7,0.1,rmse,standard,0.5055193500080347,10,0.012630803329265361,Model16
10,7,0.1,rsq,standard,0.5724768438257334,10,0.025155406485322343,Model16
3,1,0.01,mae,standard,0.5405802339572491,10,0.009650800098302726,Model17
3,1,0.01,rmse,standard,0.6757147441004995,10,0.012575407974364699,Model17
3,1,0.01,rsq,standard,0.27905747790604885,10,0.022051912370234652,Model17
5,1,0.01,mae,standard,0.5399773998072895,10,0.009456157024460444,Model18
5,1,0.01,rmse,standard,0.6749878161288105,10,0.012479527842596195,Model18
5,1,0.01,rsq,standard,0.2766720971225352,10,0.022301678009126517,Model18
7,1,0.01,mae,standard,0.5399889604694427,10,0.009468613876376385,Model19
7,1,0.01,rmse,standard,0.674973211068372,10,0.012492258449415624,Model19
7,1,0.01,rsq,standard,0.2766411174232652,10,0.022379464331533882,Model19
10,1,0.01,mae,standard,0.539972102877767,10,0.00946018696153272,Model20
10,1,0.01,rmse,standard,0.6749673257118666,10,0.01248766758495712,Model20
10,1,0.01,rsq,standard,0.2766139617065458,10,0.022386761328765558,Model20
3,3,0.01,mae,standard,0.485743367797622,10,0.008218962575663047,Model21
3,3,0.01,rmse,standard,0.6159841246854532,10,0.009904082893973843,Model21
3,3,0.01,rsq,standard,0.38580399962437684,10,0.023724818380243907,Model21
5,3,0.01,mae,standard,0.47880775637686934,10,0.008081534097921901,Model22
