mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,3.930000000000291,100,181,29,64,100,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.7006629834254143,0.8503314917127072,0.391807684774054,0.9310344827586207,0.625,0.5294117647058824,0.7204301075268817,0.5813493895130787,0.1724137931034483,0.984375,0.8333333333333334,0.7311827956989247
2,7.369999999998981,100,181,29,64,300,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.7431491712707181,0.8715745856353591,0.466458522069778,0.6206896551724138,0.90625,0.75,0.8172043010752689,0.6663215752933481,0.1724137931034483,0.984375,0.8333333333333334,0.7311827956989247
3,3.6599999999998545,100,181,29,64,100,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9704972375690608,0.9852486187845304,0.506636760870207,0.7931034482758621,0.90625,0.7931034482758621,0.8709677419354839,0.692637395621005,0.3793103448275862,0.984375,0.9166666666666666,0.7956989247311828
4,8.329999999999927,100,181,29,64,300,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9862983425414364,0.9931491712707182,0.463250426749304,0.8620689655172413,0.859375,0.7352941176470589,0.8602150537634409,0.7257538561144885,0.3793103448275862,0.984375,0.9166666666666666,0.7956989247311828
5,5.670000000000073,100,181,29,64,100,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.252733667430963,0.9655172413793104,0.828125,0.717948717948718,0.8709677419354839,0.871533081026362,0.41379310344827586,0.984375,0.9230769230769231,0.8064516129032258
6,13.470000000001164,100,181,29,64,300,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.495171635369319,0.9310344827586207,0.859375,0.75,0.8817204301075269,0.9176037685296075,0.4482758620689655,0.984375,0.9285714285714286,0.8172043010752689
7,7.350000000000364,100,181,29,64,100,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.25070658287091,0.9655172413793104,0.828125,0.717948717948718,0.8709677419354839,0.9195261349085645,0.3103448275862069,0.984375,0.9,0.7741935483870968
8,16.960000000000946,100,181,29,64,300,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.298676747335629,0.9310344827586207,0.859375,0.75,0.8817204301075269,0.943365717861238,0.4482758620689655,0.984375,0.9285714285714286,0.8172043010752689
9,3.569999999999709,100,181,29,64,100,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.607292817679558,0.803646408839779,0.408945166184592,0.5517241379310345,0.90625,0.7272727272727273,0.7956989247311828,Inf,0.20689655172413793,0.96875,0.75,0.7311827956989247
10,7.8400000000001455,100,181,29,64,300,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6959116022099447,0.8479558011049724,0.375107670346747,0.9310344827586207,0.625,0.5294117647058824,0.7204301075268817,0.4541185615068714,0.20689655172413793,0.984375,0.8571428571428571,0.7419354838709677
11,3.7999999999992724,100,181,29,64,100,3,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8756906077348066,0.9378453038674033,0.362021764757377,0.896551724137931,0.78125,0.65,0.8172043010752689,0.5512629250900272,0.13793103448275862,0.984375,0.8,0.7204301075268817
12,8.139999999999418,100,181,29,64,300,3,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8990055248618787,0.9495027624309393,0.35695447645115,0.896551724137931,0.78125,0.65,0.8172043010752689,0.6055712974445686,0.13793103448275862,0.984375,0.8,0.7204301075268817
13,5.680000000000291,100,181,29,64,100,7,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.3590436331541,1,0.828125,0.725,0.8817204301075269,0.600753183168336,0.2413793103448276,0.984375,0.875,0.7526881720430108
14,13.640000000001237,100,181,29,64,300,7,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.341360666551077,1,0.8125,0.7073170731707317,0.8709677419354839,0.6695786557725638,0.3103448275862069,0.984375,0.9,0.7741935483870968
15,7.539999999999054,100,181,29,64,100,10,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.338646401964987,1,0.8125,0.7073170731707317,0.8709677419354839,0.5881263859840712,0.3793103448275862,0.984375,0.9166666666666666,0.7956989247311828
16,17.399999999999636,100,181,29,64,300,10,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.401664141544273,0.9310344827586207,0.859375,0.75,0.8817204301075269,0.6654458634271967,0.41379310344827586,0.984375,0.9230769230769231,0.8064516129032258
17,3.4900000000016007,100,181,29,64,100,1,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5002209944751381,0.7501104972375691,0.361880168590584,0.5517241379310345,0.890625,0.6956521739130435,0.7849462365591398,Inf,0.20689655172413793,0.953125,0.6666666666666666,0.7204301075268817
18,7.469999999999345,100,181,29,64,300,1,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.4896132596685083,0.7448066298342542,0.36559603252488,0.5517241379310345,0.890625,0.6956521739130435,0.7849462365591398,Inf,0.20689655172413793,0.953125,0.6666666666666666,0.7204301075268817
19,3.7399999999997817,100,181,29,64,100,3,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.849060773480663,0.9245303867403315,0.357304602784816,0.8620689655172413,0.796875,0.6578947368421053,0.8172043010752689,0.38768266990144407,0.034482758620689655,0.984375,0.5,0.6881720430107527
20,8.760000000000218,100,181,29,64,300,3,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8522651933701657,0.9261325966850829,0.357224946116991,0.8620689655172413,0.796875,0.6578947368421053,0.8172043010752689,0.39598593583406977,0.06896551724137931,0.984375,0.6666666666666666,0.6989247311827957
21,5.5900000000001455,100,181,29,64,100,7,1,bernoulli,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.355861718384562,1,0.828125,0.725,0.8817204301075269,0.38769949238349777,0.20689655172413793,0.984375,0.8571428571428571,0.7419354838709677
