mod_num,time_to_create,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,r_2,r_2_test,mae_test,mse_test
1,2.6599999999998545,50,3,1,4,1e-4,0.632,4,0.8,0.5693761121529248,0.37190334092304567,0.49863503205136805,0.5207032148305684
2,3.0599999999994907,100,3,1,4,1e-4,0.632,4,0.8,0.5624371135571922,0.3646242559379578,0.5033909240610904,0.5161876660472807
3,2.9200000000000728,50,7,1,4,1e-4,0.632,4,0.8,0.7455367324220016,0.6098452609905503,0.39018226502815334,0.32293983742121724
4,3.1900000000005093,100,7,1,4,1e-4,0.632,4,0.8,0.7368825475856282,0.6242165660787355,0.38202383977762167,0.3100881887065273
5,3.0100000000002183,50,10,1,4,1e-4,0.632,4,0.8,0.7667647189841705,0.6411156904572808,0.36438785303317073,0.29775549502188853
6,3.1300000000010186,100,10,1,4,1e-4,0.632,4,0.8,0.760135476627723,0.6494883225383355,0.35949679711237437,0.28665579972265376
7,3.030000000000655,50,15,1,4,1e-4,0.632,4,0.8,0.7678540990201022,0.6435194527873589,0.36200117194792913,0.29631293964858957
8,3.289999999999054,100,15,1,4,1e-4,0.632,4,0.8,0.7639981134939207,0.6519037382434161,0.35470478563440166,0.2841652375882796
9,3.0600000000013097,50,20,1,4,1e-4,0.632,4,0.8,0.767824042728942,0.643607393979093,0.36188262390380715,0.2962060706831064
10,3.2300000000013824,100,20,1,4,1e-4,0.632,4,0.8,0.7639711346099021,0.6519158892823325,0.35470282991243296,0.2841473090751017
11,1.7299999999995634,50,3,1,7,1e-4,0.632,4,0.8,0.5343890584395794,0.3588050231840255,0.5103675610724672,0.5217181803197402
12,3.110000000000582,100,3,1,7,1e-4,0.632,4,0.8,0.552354516842013,0.34201819093701524,0.5093235895984813,0.5212157953967252
13,3.1600000000016735,50,7,1,7,1e-4,0.632,4,0.8,0.7349823873576757,0.6368878563860798,0.3736277145980877,0.2916096811347702
14,3.2000000000007276,100,7,1,7,1e-4,0.632,4,0.8,0.7421481778020008,0.6317928584214411,0.37101022296119385,0.2892417294692925
15,2.9899999999997817,50,10,1,7,1e-4,0.632,4,0.8,0.7514092405218402,0.6589178901117558,0.35527330458020284,0.2645985340844448
16,3.4500000000007276,100,10,1,7,1e-4,0.632,4,0.8,0.7585700053738514,0.6546192492833726,0.3523962273192325,0.2656480145448065
17,3.0799999999999272,50,15,1,7,1e-4,0.632,4,0.8,0.7537566563809273,0.6638487975663556,0.3508537230541913,0.2601463704920015
18,3.2700000000004366,100,15,1,7,1e-4,0.632,4,0.8,0.7607968840692625,0.6574641741367393,0.34969290691132493,0.26295027393789855
19,3.029999999998836,50,20,1,7,1e-4,0.632,4,0.8,0.7538432639572048,0.6638646025891937,0.350811980278116,0.2601063488692902
20,3.2600000000002183,100,20,1,7,1e-4,0.632,4,0.8,0.7608331513382727,0.6574643555404569,0.3496880303524506,0.26293943082517596
21,1.7199999999993452,50,3,1,4,0.001,0.632,4,0.8,0.5693761121529248,0.37190334092304567,0.49863503205136805,0.5207032148305684
22,3.0899999999983265,100,3,1,4,0.001,0.632,4,0.8,0.5624371135571922,0.3646242559379578,0.5033909240610904,0.5161876660472807
23,2.9799999999995634,50,7,1,4,0.001,0.632,4,0.8,0.7455367324220016,0.6098452609905503,0.39018226502815334,0.32293983742121724
24,3.149999999999636,100,7,1,4,0.001,0.632,4,0.8,0.7368825475856282,0.6242165660787355,0.38202383977762167,0.3100881887065273
25,3,50,10,1,4,0.001,0.632,4,0.8,0.7667647189841705,0.6411156904572808,0.36438785303317073,0.29775549502188853
26,3.180000000000291,100,10,1,4,0.001,0.632,4,0.8,0.760135476627723,0.6494883225383355,0.35949679711237437,0.28665579972265376
27,2.969999999999345,50,15,1,4,0.001,0.632,4,0.8,0.7678540990201022,0.6435194527873589,0.36200117194792913,0.29631293964858957
28,3.209999999999127,100,15,1,4,0.001,0.632,4,0.8,0.7639981134939207,0.6519037382434161,0.35470478563440166,0.2841652375882796
29,2.9899999999997817,50,20,1,4,0.001,0.632,4,0.8,0.767824042728942,0.643607393979093,0.36188262390380715,0.2962060706831064
30,3.179999999998472,100,20,1,4,0.001,0.632,4,0.8,0.7639711346099021,0.6519158892823325,0.35470282991243296,0.2841473090751017
31,1.7000000000007276,50,3,1,7,0.001,0.632,4,0.8,0.5343890584395794,0.3588050231840255,0.5103675610724672,0.5217181803197402
32,3.1200000000008004,100,3,1,7,0.001,0.632,4,0.8,0.552354516842013,0.34201819093701524,0.5093235895984813,0.5212157953967252
33,3.100000000000364,50,7,1,7,0.001,0.632,4,0.8,0.7349823873576757,0.6368878563860798,0.3736277145980877,0.2916096811347702
34,3.1700000000000728,100,7,1,7,0.001,0.632,4,0.8,0.7421481778020008,0.6317928584214411,0.37101022296119385,0.2892417294692925
35,3,50,10,1,7,0.001,0.632,4,0.8,0.7514092405218402,0.6589178901117558,0.35527330458020284,0.2645985340844448
36,3.180000000000291,100,10,1,7,0.001,0.632,4,0.8,0.7585700053738514,0.6546192492833726,0.3523962273192325,0.2656480145448065
37,3.0499999999992724,50,15,1,7,0.001,0.632,4,0.8,0.7537566563809273,0.6638487975663556,0.3508537230541913,0.2601463704920015
38,4.680000000000291,100,15,1,7,0.001,0.632,4,0.8,0.7607968840692625,0.6574641741367393,0.34969290691132493,0.26295027393789855
39,3.110000000000582,50,20,1,7,0.001,0.632,4,0.8,0.7538432639572048,0.6638646025891937,0.350811980278116,0.2601063488692902
40,3.280000000000655,100,20,1,7,0.001,0.632,4,0.8,0.7608331513382727,0.6574643555404569,0.3496880303524506,0.26293943082517596
41,1.7000000000007276,50,3,1,4,1e-4,0.632,20,0.8,0.5691849201033904,0.3731705626833969,0.49723979956252107,0.5209114510432795
42,3.030000000000655,100,3,1,4,1e-4,0.632,20,0.8,0.5634349489103426,0.36644733009986974,0.502480290786232,0.5158765794245326
43,2.960000000000946,50,7,1,4,1e-4,0.632,20,0.8,0.755149283659686,0.6255064071546734,0.38319662141373145,0.30779835852769827
44,3.139999999999418,100,7,1,4,1e-4,0.632,20,0.8,0.7471024268767981,0.6376282841551577,0.37538269058041085,0.29944593046563767
45,3,50,10,1,4,1e-4,0.632,20,0.8,0.7655431886757293,0.6501647687582368,0.36174835377643977,0.2804160391591199
46,3.280000000000655,100,10,1,4,1e-4,0.632,20,0.8,0.7639358012901223,0.6615374530012875,0.3537729459233555,0.27135017840106207
47,3.0799999999999272,50,15,1,4,1e-4,0.632,20,0.8,0.7669111562001831,0.6521146790068838,0.359008414644909,0.27811078223262803
48,3.25,100,15,1,4,1e-4,0.632,20,0.8,0.7659269870074321,0.665509908468559,0.3493246326641978,0.26742318078996397
49,2.9800000000013824,50,20,1,4,1e-4,0.632,20,0.8,0.7669630202755473,0.6521336874975663,0.3589768473478966,0.27810213175081466
