mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,3.8700000000008004,70,56,29,23,100,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8556122448979591,0.9278061224489795,0.513999745941482,0.8620689655172413,0.9130434782608695,0.9259259259259259,0.8846153846153846,0.7552045256767639,0.5517241379310345,1,1,0.75
2,6.700000000000728,70,56,29,23,300,1,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9017857142857142,0.9508928571428571,0.524150070322716,0.896551724137931,0.9130434782608695,0.9285714285714286,0.9038461538461539,0.7787886125273326,0.6206896551724138,1,1,0.7884615384615384
3,3.569999999999709,70,56,29,23,100,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9989795918367346,0.9994897959183673,0.432675756110606,0.9655172413793104,0.9130434782608695,0.9333333333333333,0.9423076923076923,0.6577722442569786,0.7931034482758621,1,1,0.8846153846153846
4,7.670000000000073,70,56,29,23,300,3,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.433196438521828,0.9655172413793104,0.8260869565217391,0.875,0.9038461538461539,0.6921129075267322,0.7931034482758621,1,1,0.8846153846153846
5,5.309999999999491,70,56,29,23,100,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.531600200064421,0.9655172413793104,1,1,0.9807692307692307,0.5316002000644207,0.9655172413793104,1,1,0.9807692307692307
6,11.729999999999563,70,56,29,23,300,7,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.52437728110734,0.9655172413793104,0.9565217391304348,0.9655172413793104,0.9615384615384616,0.6954930245527291,0.9310344827586207,1,1,0.9615384615384616
7,5.699999999998909,70,56,29,23,100,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.433310677031191,0.9655172413793104,0.9565217391304348,0.9655172413793104,0.9615384615384616,0.7269444002529325,0.896551724137931,1,1,0.9423076923076923
8,13.339999999998327,70,56,29,23,300,10,1,bernoulli,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,1,1,0.452873609454599,0.9655172413793104,0.9130434782608695,0.9333333333333333,0.9423076923076923,0.7704168428350351,0.896551724137931,1,1,0.9423076923076923
9,3.4099999999998545,70,56,29,23,100,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6183673469387756,0.8091836734693878,0.592587096448655,0.7241379310344828,0.9565217391304348,0.9545454545454546,0.8269230769230769,0.6807345332771291,0.41379310344827586,1,1,0.6730769230769231
10,6.970000000001164,70,56,29,23,300,1,1,bernoulli,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6479591836734695,0.8239795918367347,0.606181203349449,0.7241379310344828,0.9565217391304348,0.9545454545454546,0.8269230769230769,0.7154610119371784,0.4482758620689655,1,1,0.6923076923076923
