mod_num,time_to_create,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,r_2,r_2_test,mae_test,mse_test
1,3.889999999999418,100,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5425686917108024,0.35381427346383976,0.4875053221503328,0.4523973508962749
2,3.8400000000001455,300,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6140877841320245,0.4260816141396506,0.4577582662895464,0.4065552553043361
3,3.280000000000655,100,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9022184386655695,0.7251510918984627,0.3137774213281255,0.16992183586494486
4,5.4099999999998545,300,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9484717818203557,0.770752052766537,0.27892425948864613,0.13210530969329543
5,3.680000000000291,100,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9903659860282515,0.804716414543645,0.24447226094378008,0.10961234904058063
6,7.899999999999636,300,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9980428816183454,0.8207368993421209,0.23026435737996373,0.09550400663093626
7,4.040000000000873,100,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9933988304942241,0.8144110693743206,0.22638370715780176,0.12287818404796085
8,9.8700000000008,300,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9990955609474484,0.8296396944138783,0.2139659741660471,0.11003330875392851
9,3.0599999999994907,100,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.2507287257108616,0.12936229158315926,0.5663681943819948,0.5563296620453613
10,3.719999999999345,300,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.3195561588082144,0.18120847256267958,0.5531275503604322,0.5389183479978928
11,3.2600000000002183,100,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.4879403074284857,0.35514602768354653,0.4820819618594397,0.43263922488269674
12,4.8799999999992,300,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6184412230963561,0.4659623793554354,0.4442998622176735,0.37406360405142663
13,3.7000000000007276,100,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6498441949368412,0.5012348574284601,0.41434509736879344,0.3246507147111156
14,9.079999999999927,300,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.7898668839037575,0.6279483948655515,0.3583441393821973,0.25297333564341484
15,5.25,100,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6645600929434832,0.5036597731063028,0.41177105725463187,0.3278336979645098
16,10.430000000000291,300,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8035735745967769,0.6331737638278356,0.35639635064133746,0.2543298133529346
