mtry,tree_depth,learn_rate,.metric,.estimator,mean,n,std_err,.config
3,1,0.1,mae,standard,0.23905683741670927,10,0.01112716307593182,Preprocessor1_Model01
3,1,0.1,rmse,standard,0.31718986943179445,10,0.01412144541679232,Preprocessor1_Model01
3,1,0.1,rsq,standard,0.7380043257740194,10,0.03998296826327447,Preprocessor1_Model01
5,1,0.1,mae,standard,0.23764489103667719,10,0.011646073343684001,Preprocessor1_Model02
5,1,0.1,rmse,standard,0.31593153012172515,10,0.014085007393276597,Preprocessor1_Model02
5,1,0.1,rsq,standard,0.740373405195784,10,0.038008667354618934,Preprocessor1_Model02
7,1,0.1,mae,standard,0.23944862824678376,10,0.01107472126620643,Preprocessor1_Model03
7,1,0.1,rmse,standard,0.3176175019492369,10,0.013642660893645327,Preprocessor1_Model03
7,1,0.1,rsq,standard,0.7371785251898926,10,0.03831256643156453,Preprocessor1_Model03
10,1,0.1,mae,standard,0.2393983193854688,10,0.01105145996203807,Preprocessor1_Model04
10,1,0.1,rmse,standard,0.31766814486775186,10,0.013735176566205987,Preprocessor1_Model04
10,1,0.1,rsq,standard,0.7366470285118445,10,0.03779768487985904,Preprocessor1_Model04
3,3,0.1,mae,standard,0.1813252598603356,10,0.010809217865608869,Preprocessor1_Model05
3,3,0.1,rmse,standard,0.26974675600543413,10,0.016561741281757334,Preprocessor1_Model05
3,3,0.1,rsq,standard,0.8086058589847872,10,0.035047837037712026,Preprocessor1_Model05
5,3,0.1,mae,standard,0.17995354239066844,10,0.009452274499666305,Preprocessor1_Model06
5,3,0.1,rmse,standard,0.26653951290270367,10,0.016609102642276472,Preprocessor1_Model06
5,3,0.1,rsq,standard,0.812830941044166,10,0.037703240483687374,Preprocessor1_Model06
7,3,0.1,mae,standard,0.18654820808444303,10,0.011200704528549172,Preprocessor1_Model07
7,3,0.1,rmse,standard,0.2789295252409843,10,0.02273203085617064,Preprocessor1_Model07
7,3,0.1,rsq,standard,0.7963913067612873,10,0.04485135465923464,Preprocessor1_Model07
10,3,0.1,mae,standard,0.19046796219585843,10,0.010641684400909217,Preprocessor1_Model08
10,3,0.1,rmse,standard,0.2783351010541216,10,0.018708485303906418,Preprocessor1_Model08
