mod_num,time_to_create,n_yes_train,n_no_train,n_yes_test,n_no_test,ntrees,max_depth,min_rows,mtries,min_split_improvement,sample_rate,nbins,binomial_double_trees,seed,balance_classes,col_sample_rate_per_tree,r_2,mse,gini,auc,threshold_max_f1,sensitivity_max_f1,specificity_max_f1,precision_max_f1,accuracy_max_f1,threshold_max_accuracy,sensitivity_max_accuracy,specificity_max_accuracy,precision_max_accuracy,accuracy_max_accuracy,threshold_95_specificity,sensitivity_95_specificity,specificity_95_specificity,precision_95_specificity,accuracy_95_specificity,threshold_98_specificity,sensitivity_98_specificity,specificity_98_specificity,precision_98_specificity,accuracy_98_specificity
1,1.3639999999431893,145,233,58,74,25,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.18976789114709525,0.20254335574000112,0.618967421814165,0.8094837109070825,0.301294403842421,0.9482758620689655,0.5,0.5978260869565217,0.696969696969697,0.401896797375771,0.7413793103448276,0.7162162162162162,0.671875,0.7272727272727273,0.5502492157771686,0.29310344827586204,0.9594594594594594,0.85,0.6666666666666666,0.5509065529575424,0.29310344827586204,0.9864864864864865,0.9444444444444444,0.6818181818181818
2,1.3880000000353903,145,233,58,74,50,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.1910906548206125,0.2022126887738839,0.6397566143315043,0.8198783071657522,0.380834892558879,0.8448275862068966,0.6486486486486487,0.6533333333333333,0.7348484848484849,0.385489505735861,0.8275862068965517,0.6621621621621622,0.6575342465753424,0.7348484848484849,0.5565189876037973,0.2413793103448276,0.9594594594594594,0.8235294117647058,0.6439393939393939,0.5667130611001093,0.20689655172413793,0.9864864864864865,0.9230769230769231,0.6439393939393939
3,2.3559999999124557,145,233,58,74,100,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.19830837240928467,0.200408390073277,0.6595316998967782,0.8297658499483891,0.2510989172901,1,0.43243243243243246,0.58,0.6818181818181818,0.40817592008953,0.7413793103448276,0.7162162162162162,0.671875,0.7272727272727273,0.547142678988046,0.25862068965517243,0.9594594594594594,0.8333333333333334,0.6515151515151515,0.5552577976720663,0.20689655172413793,0.9864864864864865,0.9230769230769231,0.6439393939393939
4,3.3989999999757856,145,233,58,74,150,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.1966294205745811,0.20082809762992782,0.6675540102497239,0.833777005124862,0.249857686003973,1,0.43243243243243246,0.58,0.6818181818181818,0.409782507710772,0.7413793103448276,0.7432432432432432,0.6935483870967742,0.7424242424242424,0.5376094786157943,0.25862068965517243,0.9594594594594594,0.8333333333333334,0.6515151515151515,0.5514634314538329,0.1896551724137931,0.9864864864864865,0.9166666666666666,0.6363636363636364
5,5.408000000054017,145,233,58,74,200,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.19480596973336484,0.2012839273216562,0.6639503087593488,0.8319751543796744,0.249820176843147,1,0.43243243243243246,0.58,0.6818181818181818,0.413402564358344,0.7413793103448276,0.7432432432432432,0.6935483870967742,0.7424242424242424,0.5355885045674719,0.27586206896551724,0.9594594594594594,0.8421052631578947,0.6590909090909091,0.5784673111571232,0.15517241379310345,0.9864864864864865,0.9,0.6212121212121212
6,6.442999999970198,145,233,58,74,300,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.19393049683396824,0.2015027796936688,0.6656163416091705,0.8328081708045852,0.374974269944049,0.8448275862068966,0.6621621621621622,0.6621621621621622,0.7424242424242424,0.413880382798699,0.7413793103448276,0.7432432432432432,0.6935483870967742,0.7424242424242424,0.5510968080444494,0.22413793103448276,0.9594594594594594,0.8125,0.6363636363636364,0.5669552061061447,0.1896551724137931,0.9864864864864865,0.9166666666666666,0.6363636363636364
7,8.56000000005588,145,233,58,74,500,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.19276603869686582,0.20179387314223798,0.6678437550931711,0.8339218775465855,0.245815475138521,1,0.44594594594594594,0.5858585858585859,0.6893939393939394,0.38859288913743,0.7758620689655172,0.7162162162162162,0.6818181818181818,0.7424242424242424,0.544935259740623,0.25862068965517243,0.9594594594594594,0.8333333333333334,0.6515151515151515,0.5639402551402283,0.1896551724137931,0.9864864864864865,0.9166666666666666,0.6363636363636364
8,10.518999999971129,145,233,58,74,1000,3,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.192655279263253,0.20182156099503804,0.6695097879429928,0.8347548939714964,0.369948041137628,0.8448275862068966,0.6756756756756757,0.6712328767123288,0.75,0.386450699169631,0.8103448275862069,0.7162162162162162,0.6911764705882353,0.7575757575757576,0.5339080205623146,0.29310344827586204,0.9594594594594594,0.85,0.6666666666666666,0.5538886449251321,0.20689655172413793,0.9864864864864865,0.9230769230769231,0.6439393939393939
9,1.328999999910593,145,233,58,74,25,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.39878002445923366,0.1502941071495548,0.7832889661541804,0.8916444830770902,0.273266318939954,0.9827586206896551,0.6081081081081081,0.6627906976744186,0.7727272727272727,0.328511497489605,0.896551724137931,0.6891891891891891,0.6933333333333334,0.7803030303030303,0.6607208976161622,0.3275862068965517,0.9594594594594594,0.8636363636363636,0.6818181818181818,0.7332583733271767,0.2413793103448276,0.9864864864864865,0.9333333333333333,0.6590909090909091
10,1.3320000000530854,145,233,58,74,50,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.4243632634813703,0.1438987606486883,0.8260625486680793,0.9130312743340396,0.340127853615863,0.8793103448275862,0.7027027027027027,0.6986301369863014,0.7803030303030303,0.366383598464959,0.8448275862068966,0.7297297297297297,0.7101449275362319,0.7803030303030303,0.6414055386402674,0.3620689655172414,0.9594594594594594,0.875,0.696969696969697,0.7321289208957981,0.25862068965517243,0.9864864864864865,0.9375,0.6666666666666666
11,2.3199999999487773,145,233,58,74,100,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.4296412851953213,0.14257935079325107,0.830372503214357,0.9151862516071785,0.349624613059118,0.896551724137931,0.7027027027027027,0.7027027027027027,0.7878787878787878,0.349624613059118,0.896551724137931,0.7027027027027027,0.7027027027027027,0.7878787878787878,0.6068500176402939,0.3793103448275862,0.9594594594594594,0.88,0.7045454545454546,0.6989008350893249,0.25862068965517243,0.9864864864864865,0.9375,0.6666666666666666
12,4.386999999987893,145,233,58,74,150,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.4315607492392316,0.14209951953943137,0.8429039676934498,0.9214519838467249,0.322072574947746,0.9310344827586207,0.6621621621621622,0.6835443037974683,0.7803030303030303,0.430397667222433,0.7241379310344828,0.8378378378378378,0.7777777777777778,0.7878787878787878,0.6030742837224112,0.3620689655172414,0.9594594594594594,0.875,0.696969696969697,0.6571500513660459,0.27586206896551724,0.9864864864864865,0.9411764705882353,0.6742424242424242
13,5.427000000025146,145,233,58,74,200,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.43648702566584785,0.14086803963651523,0.8429039676934498,0.9214519838467249,0.333296173966405,0.9310344827586207,0.6756756756756757,0.6923076923076923,0.7878787878787878,0.395195716446512,0.8103448275862069,0.7837837837837838,0.746031746031746,0.7954545454545454,0.5995381009387905,0.3620689655172414,0.9594594594594594,0.875,0.696969696969697,0.6959306842329493,0.25862068965517243,0.9864864864864865,0.9375,0.6666666666666666
14,6.412000000011176,145,233,58,74,300,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.4414641240767694,0.1396238551577941,0.8446786548595644,0.9223393274297822,0.304276118530912,0.9482758620689655,0.6621621621621622,0.6875,0.7878787878787878,0.422558132782864,0.7586206896551724,0.8243243243243243,0.7719298245614035,0.7954545454545454,0.5857601948491855,0.39655172413793105,0.9594594594594594,0.8846153846153846,0.7121212121212122,0.6888312142714416,0.25862068965517243,0.9864864864864865,0.9375,0.6666666666666666
15,9.482999999891035,145,233,58,74,500,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.44386843766429707,0.13902282029760005,0.8467793049745569,0.9233896524872784,0.318264603461846,0.9482758620689655,0.6621621621621622,0.6875,0.7878787878787878,0.37650278420923,0.8448275862068966,0.7567567567567568,0.7313432835820896,0.7954545454545454,0.5978347420353461,0.3620689655172414,0.9594594594594594,0.875,0.696969696969697,0.6621484728669752,0.27586206896551724,0.9864864864864865,0.9411764705882353,0.6742424242424242
16,12.569000000017695,145,233,58,74,1000,7,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.4413397183587817,0.1396549543345845,0.8444432371742636,0.9222216185871318,0.316220928444682,0.9482758620689655,0.6486486486486487,0.6790123456790124,0.7803030303030303,0.415954195168015,0.7931034482758621,0.7972972972972973,0.7540983606557377,0.7954545454545454,0.5876583459935291,0.3620689655172414,0.9594594594594594,0.875,0.696969696969697,0.6636657317497341,0.27586206896551724,0.9864864864864865,0.9411764705882353,0.6742424242424242
17,1.3599999999860302,145,233,58,74,25,10,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.48534733111537265,0.12865384802389318,0.836022527661578,0.918011263830789,0.307137073266762,0.9827586206896551,0.6891891891891891,0.7125,0.8181818181818182,0.307137073266762,0.9827586206896551,0.6891891891891891,0.7125,0.8181818181818182,0.6601618470375386,0.3620689655172414,0.9594594594594594,0.875,0.696969696969697,0.7009306173891848,0.3103448275862069,0.9864864864864865,0.9473684210526315,0.6893939393939394
18,1.3519999999552965,145,233,58,74,50,10,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5174011631775177,0.12064097043084784,0.877926875645135,0.9389634378225675,0.311939405131496,0.9482758620689655,0.6891891891891891,0.7051282051282052,0.803030303030303,0.311939405131496,0.9482758620689655,0.6891891891891891,0.7051282051282052,0.803030303030303,0.6192696496290678,0.41379310344827586,0.9594594594594594,0.8888888888888888,0.7196969696969697,0.6971153843157356,0.3103448275862069,0.9864864864864865,0.9473684210526315,0.6893939393939394
19,2.355000000097789,145,233,58,74,100,10,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5251743002061684,0.11869782692763771,0.8816030133463719,0.940801506673186,0.378062927591161,0.8275862068965517,0.7972972972972973,0.7619047619047619,0.8106060606060606,0.378062927591161,0.8275862068965517,0.7972972972972973,0.7619047619047619,0.8106060606060606,0.5778726233148364,0.4827586206896552,0.9594594594594594,0.9032258064516129,0.75,0.7026921669293695,0.29310344827586204,0.9864864864864865,0.9444444444444444,0.6818181818181818
20,4.385999999940395,145,233,58,74,150,10,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5339589015769165,0.11650183565423763,0.8947682946705058,0.9473841473352529,0.38755270805939,0.8103448275862069,0.8108108108108109,0.7704918032786885,0.8106060606060606,0.391986381207842,0.7931034482758621,0.8243243243243243,0.7796610169491526,0.8106060606060606,0.568502369379349,0.4827586206896552,0.9594594594594594,0.9032258064516129,0.75,0.676990946179612,0.3103448275862069,0.9864864864864865,0.9473684210526315,0.6893939393939394
21,6.456000000005588,145,233,58,74,200,10,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5405458106254739,0.1148552276661417,0.8986436319516127,0.9493218159758063,0.396191419858634,0.8103448275862069,0.8378378378378378,0.7966101694915254,0.8257575757575758,0.396191419858634,0.8103448275862069,0.8378378378378378,0.7966101694915254,0.8257575757575758,0.5773202123255174,0.4827586206896552,0.9594594594594594,0.9032258064516129,0.75,0.6743879005213698,0.29310344827586204,0.9864864864864865,0.9444444444444444,0.6818181818181818
22,7.459000000031665,145,233,58,74,300,10,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5449905082043722,0.11374413375484997,0.9023197696528495,0.9511598848264248,0.289265297869904,0.9655172413793104,0.6486486486486487,0.6829268292682927,0.7878787878787878,0.416618381944953,0.7758620689655172,0.8513513513513513,0.8035714285714286,0.8181818181818182,0.5753119717993631,0.5172413793103449,0.9594594594594594,0.9090909090909091,0.7651515151515151,0.6676716016311396,0.29310344827586204,0.9864864864864865,0.9444444444444444,0.6818181818181818
23,9.550999999977648,145,233,58,74,500,10,1,-1,1e-4,0.632,4,TRUE,16,TRUE,0.8,0.5465616430825142,0.11335137848501801,0.9018127161768168,0.9509063580884084,0.313390261499059,0.9310344827586207,0.7162162162162162,0.72,0.8106060606060606,0.396400151975542,0.8275862068965517,0.8108108108108109,0.7741935483870968,0.8181818181818182,0.5836958333337154,0.4827586206896552,0.9594594594594594,0.9032258064516129,0.75,0.6665790176639936,0.3103448275862069,0.9864864864864865,0.9473684210526315,0.6893939393939394
