mtry,tree_depth,learn_rate,.metric,.estimator,mean,n,std_err,.config
3,1,0.1,mae,standard,0.2279305012939762,10,0.010025531014553835,Model01
3,1,0.1,rmse,standard,0.29293557971389744,10,0.0147359815694315,Model01
3,1,0.1,rsq,standard,0.6038552951347125,10,0.03094285079183404,Model01
5,1,0.1,mae,standard,0.22675392156438418,10,0.009630624425327807,Model02
5,1,0.1,rmse,standard,0.2918956783535003,10,0.015572100111277493,Model02
5,1,0.1,rsq,standard,0.6067317275838316,10,0.03282659622034221,Model02
7,1,0.1,mae,standard,0.2256518006030796,10,0.009351649665981399,Model03
7,1,0.1,rmse,standard,0.2912477448557343,10,0.01585020145506861,Model03
7,1,0.1,rsq,standard,0.6085991844733782,10,0.03273482861790277,Model03
10,1,0.1,mae,standard,0.22516253662361757,10,0.009260427856706287,Model04
10,1,0.1,rmse,standard,0.29214000912158494,10,0.01613613983264648,Model04
10,1,0.1,rsq,standard,0.6067108215970515,10,0.03296705730646005,Model04
3,3,0.1,mae,standard,0.1892876985854934,10,0.010586347424069775,Model05
3,3,0.1,rmse,standard,0.25682482298762144,10,0.018374826286321585,Model05
3,3,0.1,rsq,standard,0.6880820674862509,10,0.04124314767890018,Model05
5,3,0.1,mae,standard,0.1795048971241001,10,0.009222069953106189,Model06
5,3,0.1,rmse,standard,0.24326633428648117,10,0.01696077671978104,Model06
5,3,0.1,rsq,standard,0.7168542886253793,10,0.037631081487348006,Model06
7,3,0.1,mae,standard,0.1843470500125806,10,0.010229187338471068,Model07
7,3,0.1,rmse,standard,0.2430063551467759,10,0.01907995895104455,Model07
7,3,0.1,rsq,standard,0.7198407088464606,10,0.03848657422028689,Model07
10,3,0.1,mae,standard,0.18501258467454335,10,0.00992852796149693,Model08
10,3,0.1,rmse,standard,0.24611471990654837,10,0.01806812088153452,Model08
10,3,0.1,rsq,standard,0.7117593887966299,10,0.03658911599948217,Model08
3,5,0.1,mae,standard,0.20373006086100795,10,0.010098870895778888,Model09
3,5,0.1,rmse,standard,0.2623295425265584,10,0.016082240229639114,Model09
3,5,0.1,rsq,standard,0.6987922734085674,10,0.03770071321027984,Model09
5,5,0.1,mae,standard,0.18727086822362046,10,0.010294806517309733,Model10
5,5,0.1,rmse,standard,0.2483203911844212,10,0.017608573214129137,Model10
5,5,0.1,rsq,standard,0.715444376716024,10,0.036221485988558,Model10
7,5,0.1,mae,standard,0.19018055471903852,10,0.010880758242868748,Model11
7,5,0.1,rmse,standard,0.24511495699287061,10,0.018855674338805323,Model11
7,5,0.1,rsq,standard,0.7180724726779303,10,0.038752300385551296,Model11
10,5,0.1,mae,standard,0.18892677460054114,10,0.012619358748990091,Model12
10,5,0.1,rmse,standard,0.25372008436953414,10,0.022331029652340628,Model12
10,5,0.1,rsq,standard,0.6989450142100571,10,0.04297256849897327,Model12
3,7,0.1,mae,standard,0.21689718870123773,10,0.010011123819062228,Model13
3,7,0.1,rmse,standard,0.28639715587268305,10,0.016275503478134803,Model13
3,7,0.1,rsq,standard,0.65877881235471,10,0.037074273311837,Model13
5,7,0.1,mae,standard,0.1964432319520642,10,0.010957433328823525,Model14
5,7,0.1,rmse,standard,0.2627263592335502,10,0.01881554527257628,Model14
5,7,0.1,rsq,standard,0.6986898801842854,10,0.03871304687112829,Model14
7,7,0.1,mae,standard,0.1875028460093952,10,0.012779313118033809,Model15
7,7,0.1,rmse,standard,0.24611387887081454,10,0.019578118566748362,Model15
7,7,0.1,rsq,standard,0.7183236669064224,10,0.04156573487823775,Model15
10,7,0.1,mae,standard,0.19099467591352892,10,0.01520655344918176,Model16
10,7,0.1,rmse,standard,0.26013978827802176,10,0.025285559246273816,Model16
10,7,0.1,rsq,standard,0.6871948429335969,10,0.05142674326053969,Model16
3,1,0.01,mae,standard,0.2987525460745532,10,0.012552407505206472,Model17
3,1,0.01,rmse,standard,0.3704454780228042,10,0.01446323226049119,Model17
3,1,0.01,rsq,standard,0.4514128619163784,10,0.04396693815896288,Model17
5,1,0.01,mae,standard,0.2863809080772366,10,0.011148971764993331,Model18
5,1,0.01,rmse,standard,0.3534549242630263,10,0.014052268007740584,Model18
5,1,0.01,rsq,standard,0.47994675324717806,10,0.04793641617634837,Model18
7,1,0.01,mae,standard,0.2818020257474812,10,0.010952155870363727,Model19
7,1,0.01,rmse,standard,0.3478289457592897,10,0.014276525044402568,Model19
7,1,0.01,rsq,standard,0.4866570660202263,10,0.04832088074855295,Model19
10,1,0.01,mae,standard,0.27921154878783877,10,0.0105309508854579,Model20
10,1,0.01,rmse,standard,0.3465818427005689,10,0.014330023213902305,Model20
10,1,0.01,rsq,standard,0.4921751432563049,10,0.04869456690842501,Model20
3,3,0.01,mae,standard,0.22477519742376798,10,0.011039521706645504,Model21
3,3,0.01,rmse,standard,0.28709085818185415,10,0.01712280576913516,Model21
3,3,0.01,rsq,standard,0.6677189976247855,10,0.03507834633782599,Model21
5,3,0.01,mae,standard,0.21161826205854342,10,0.009142081322785343,Model22
5,3,0.01,rmse,standard,0.2727538285000452,10,0.017326961570217528,Model22
5,3,0.01,rsq,standard,0.6814422550123554,10,0.033637939385969116,Model22
7,3,0.01,mae,standard,0.2091115120158975,10,0.009467310668692523,Model23
7,3,0.01,rmse,standard,0.26927518021824265,10,0.018063985756553387,Model23
7,3,0.01,rsq,standard,0.6828052830022002,10,0.03454475444091271,Model23
10,3,0.01,mae,standard,0.21430050825122976,10,0.01038079152159666,Model24
10,3,0.01,rmse,standard,0.2743402239008289,10,0.01875183700704725,Model24
10,3,0.01,rsq,standard,0.6604080193086432,10,0.0361815879407315,Model24
3,5,0.01,mae,standard,0.20899757549118692,10,0.010411474727482783,Model25
3,5,0.01,rmse,standard,0.27305114981119816,10,0.016554633614439762,Model25
3,5,0.01,rsq,standard,0.7101286199468614,10,0.03575618021879338,Model25
5,5,0.01,mae,standard,0.19712329102946965,10,0.008606080189534885,Model26
5,5,0.01,rmse,standard,0.253849111792031,10,0.01700406025256738,Model26
5,5,0.01,rsq,standard,0.7219550150972414,10,0.03680135976339796,Model26
7,5,0.01,mae,standard,0.19218796417505135,10,0.009578563228740572,Model27
7,5,0.01,rmse,standard,0.24663053908164004,10,0.018996056862465565,Model27
7,5,0.01,rsq,standard,0.7268504446064215,10,0.03863011960927546,Model27
10,5,0.01,mae,standard,0.1990111295639699,10,0.012257849915670605,Model28
10,5,0.01,rmse,standard,0.2615146149517046,10,0.022334905471845842,Model28
10,5,0.01,rsq,standard,0.6822524126448808,10,0.04468675514067221,Model28
3,7,0.01,mae,standard,0.21557070316488708,10,0.010565314465758353,Model29
3,7,0.01,rmse,standard,0.2834327912976961,10,0.015852413245051225,Model29
3,7,0.01,rsq,standard,0.6942240906203506,10,0.03853926130920613,Model29
5,7,0.01,mae,standard,0.19654141772140998,10,0.011696423798471045,Model30
5,7,0.01,rmse,standard,0.25804061830394276,10,0.017906124055408347,Model30
5,7,0.01,rsq,standard,0.7168472722567406,10,0.03696805679289289,Model30
7,7,0.01,mae,standard,0.19417711716246344,10,0.012306123540369843,Model31
7,7,0.01,rmse,standard,0.25129800098160854,10,0.020743768779828402,Model31
7,7,0.01,rsq,standard,0.7128179060707497,10,0.042651179158236886,Model31
10,7,0.01,mae,standard,0.20009523722607234,10,0.016086118405775666,Model32
10,7,0.01,rmse,standard,0.2662462240587172,10,0.026395492837121406,Model32
10,7,0.01,rsq,standard,0.6752665278351337,10,0.0542787392495564,Model32
3,1,0.001,mae,standard,0.37306369457235017,10,0.014588909370069425,Model33
3,1,0.001,rmse,standard,0.4619617361904693,10,0.016684828279942027,Model33
3,1,0.001,rsq,standard,0.326554966927667,10,0.048067513951807195,Model33
5,1,0.001,mae,standard,0.36853739645584616,10,0.014323798537000979,Model34
5,1,0.001,rmse,standard,0.45457031441380547,10,0.01639773308122351,Model34
5,1,0.001,rsq,standard,0.35727750297063204,10,0.04584622748275049,Model34
7,1,0.001,mae,standard,0.36508730398360206,10,0.014495226050035953,Model35
7,1,0.001,rmse,standard,0.4485102186093536,10,0.016782958494977587,Model35
7,1,0.001,rsq,standard,0.37969419092346346,10,0.04421475777941892,Model35
10,1,0.001,mae,standard,0.361987187758264,10,0.014733235631728046,Model36
10,1,0.001,rmse,standard,0.44248478175229217,10,0.017239550243533942,Model36
10,1,0.001,rsq,standard,0.38689007234775197,10,0.04531049234316331,Model36
3,3,0.001,mae,standard,0.3542975747482921,10,0.014449116421017979,Model37
3,3,0.001,rmse,standard,0.4373809029402888,10,0.016713438069730267,Model37
3,3,0.001,rsq,standard,0.5557870792455853,10,0.03864099440886459,Model37
5,3,0.001,mae,standard,0.34508942564473644,10,0.01408439344953713,Model38
5,3,0.001,rmse,standard,0.4233939321644235,10,0.016369031066377552,Model38
5,3,0.001,rsq,standard,0.5501850600166703,10,0.03647482825903833,Model38
7,3,0.001,mae,standard,0.33788700899313745,10,0.014051163656174545,Model39
7,3,0.001,rmse,standard,0.4129715559450958,10,0.017105479027171754,Model39
7,3,0.001,rsq,standard,0.5374987275541304,10,0.042791665991010114,Model39
10,3,0.001,mae,standard,0.3300822337699028,10,0.014391264610122117,Model40
10,3,0.001,rmse,standard,0.4033213690438795,10,0.017656579593874268,Model40
10,3,0.001,rsq,standard,0.5347375716295898,10,0.04709542965010756,Model40
3,5,0.001,mae,standard,0.3405217547860843,10,0.013886030439158707,Model41
3,5,0.001,rmse,standard,0.4249615152618028,10,0.016113834536396383,Model41
3,5,0.001,rsq,standard,0.633521883727484,10,0.031047318743204103,Model41
5,5,0.001,mae,standard,0.3265984155667233,10,0.013503404945393023,Model42
5,5,0.001,rmse,standard,0.4063309487169937,10,0.015756700297605522,Model42
5,5,0.001,rsq,standard,0.6556258882495938,10,0.03420071347763652,Model42
7,5,0.001,mae,standard,0.3208096959855813,10,0.013280574311072506,Model43
7,5,0.001,rmse,standard,0.397562143177307,10,0.01598319428784386,Model43
7,5,0.001,rsq,standard,0.6308030993677859,10,0.038812694945806574,Model43
10,5,0.001,mae,standard,0.3204748693015037,10,0.014601551463342634,Model44
10,5,0.001,rmse,standard,0.3929212080403549,10,0.01814928794827555,Model44
10,5,0.001,rsq,standard,0.5496243293911596,10,0.04772294489033214,Model44
3,7,0.001,mae,standard,0.335916361516942,10,0.01407365764334393,Model45
3,7,0.001,rmse,standard,0.4210096967885734,10,0.016590554802764484,Model45
3,7,0.001,rsq,standard,0.6664384937387482,10,0.034058775499376526,Model45
5,7,0.001,mae,standard,0.3188855090936703,10,0.013799972844625622,Model46
5,7,0.001,rmse,standard,0.39990691049527083,10,0.0164127024437927,Model46
5,7,0.001,rsq,standard,0.6914324388980904,10,0.03517976661427341,Model46
7,7,0.001,mae,standard,0.31095364326392205,10,0.013584386172181483,Model47
7,7,0.001,rmse,standard,0.38860577656241446,10,0.01649655641291388,Model47
7,7,0.001,rsq,standard,0.6705995792997912,10,0.037953606087474674,Model47
10,7,0.001,mae,standard,0.31147438533335575,10,0.014476143568264009,Model48
10,7,0.001,rmse,standard,0.3859110172978075,10,0.01791454363552253,Model48
10,7,0.001,rsq,standard,0.5623827399078033,10,0.04591845101721436,Model48
